run_id,frame,elapsed_seconds,simulation_time,round_number,paused,ai_enabled,ai_mode,ai_last_action,manual_override,root_tip_count,active_tip_count,root_segment_count,branch_count,attachment_count,detach_count,collision_count,wrap_count,mark_count,spill_count,transfer_count,absorption_events,total_absorbed,water_remaining,depleted_water_pockets,droplet_count,fragment_count,nearest_water_x,nearest_water_y,nearest_water_z,lead_tip_x,lead_tip_y,lead_tip_z,lead_tip_dir_x,lead_tip_dir_y,lead_tip_dir_z,lead_tip_radius,active_rock_wrap_scores,stagnation_seconds,completion_seconds
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,505,16.543,16.833,1,0,1,curious_branch,switch_to_curious_branch,0,27,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,8.233,1.467
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,513,16.810,17.100,1,0,1,curious_branch,switch_to_curious_branch,0,28,1,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.8543,0.6056,-0.2807,0.0000,5.6500,0.0000,0.0006,-0.9962,0.0877,0.10500,0.00000,8.233,1.733
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,521,17.077,17.367,1,0,1,curious_branch,switch_to_curious_branch,0,28,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,8.233,0.233
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,529,17.344,17.633,1,0,1,curious_branch,switch_to_curious_branch,0,29,1,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.8543,0.6056,-0.2807,0.0000,5.6500,0.0000,0.0164,-0.9983,-0.0553,0.10500,0.00000,9.233,0.500
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,537,17.610,17.900,1,0,1,curious_branch,switch_to_curious_branch,0,31,1,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.8543,0.6056,-0.2807,0.0000,5.6500,0.0000,0.0786,-0.9940,-0.0760,0.10500,0.00000,9.233,0.067
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,545,17.877,18.167,1,0,1,curious_branch,switch_to_curious_branch,0,31,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,9.233,0.233
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,553,18.144,18.433,1,0,1,curious_branch,switch_to_curious_branch,0,32,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,9.233,0.033
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,561,18.410,18.700,1,0,1,curious_branch,switch_to_curious_branch,0,32,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,10.233,0.300
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,569,18.677,18.967,1,0,1,curious_branch,switch_to_curious_branch,0,32,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,10.233,0.567
20260527-223625-sentence-script-a-central-root-cylinder-b0ff51,577,18.944,19.233,1,0,1,curious_branch,switch_to_curious_branch,0,32,0,1250,17,17,0,0,0,133,0,380,380,3.68380,3.91215,3,0,0,2.0599,-1.1448,1.9987,1.7654,-4.2945,1.8181,0.4114,-0.3000,-0.8607,0.14136,0.00000,10.233,0.833
