run_id,frame,wall_timestamp,elapsed_seconds,sim_time,round_index,paused,ai_enabled,ai_mode,ai_mode_time,ai_mode_duration,human_override_active,stagnation_timer,completion_timer,cell_x,cell_y,cell_z,leading_dir_x,leading_dir_y,leading_dir_z,progress_x,displacement_since_sample,filament_count,live_filament_count,total_filament_points,avg_filament_length,total_filament_length,longest_filament_length,front_tip_count,rear_root_count,adhesion_count,attached_adhesion_count,detached_adhesion_count,monomer_count,mark_count,trail_count,growth_drive,shrink_drive,branch_drive,detach_drive,retrograde_rate,flex_noise,growth_scale,contractility,shape_bulge,dip,base_radius,max_filaments,max_points_per_filament
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,579,1779842983.807651,15.418809,12.866667,1,0,1,CHAOTIC,1.4,7.685933,0,0.0,0.0,-1.536229,0.419498,1.292575,0.960669,-0.277696,0.0,-1.536229,0.104474,64,64,1431,1.464002,93.696159,1.984631,62,2,13,9,4,80,5,5,2.561844,1.34683,0.57818,0.558779,0.055,1.165248,1.0,0.821555,1.4,0.025375,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,581,1779842983.904695,15.515825,12.911111,1,0,1,CHAOTIC,1.444444,7.685933,0,0.0,0.0,-1.531414,0.417944,1.297794,0.949655,-0.313296,0.0,-1.531414,0.10952,64,64,1439,1.473689,94.316118,1.97917,62,2,14,10,4,81,5,5,2.56381,1.358525,0.582364,0.558727,0.055,1.186161,1.0,0.821118,1.4,0.030594,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,584,1779842984.032297,15.643395,12.977778,1,0,1,CHAOTIC,1.511111,7.685933,0,0.0,0.0,-1.523563,0.415313,1.301987,0.944224,-0.329303,0.0,-1.523563,0.117775,64,64,1439,1.469679,94.059445,1.97917,62,2,14,10,4,80,5,5,2.568453,1.366907,0.585126,0.558649,0.055,1.2,1.0,0.827922,1.4,0.034787,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,587,1779842984.142942,15.754133,13.044444,1,0,1,CHAOTIC,1.577778,7.685933,0,0.0,0.0,-1.515792,0.41245,1.304368,0.937706,-0.34743,0.0,-1.515792,0.126013,64,64,1438,1.464955,93.757117,1.97917,62,2,14,10,4,81,5,5,2.58477,1.393897,0.589886,0.558571,0.055,1.2,1.0,0.832733,1.4,0.037168,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,589,1779842984.191148,15.802342,13.088889,1,0,1,CHAOTIC,1.622222,7.685933,0,0.0,0.0,-1.510728,0.410255,1.31291,0.90895,-0.416905,0.0,-1.510728,0.13147,64,64,1435,1.449889,92.792876,1.956072,62,2,14,10,4,81,5,5,2.582779,1.411115,0.598664,0.55852,0.055,1.2,1.0,0.833395,1.4,0.04571,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,592,1779842984.32066,15.931873,13.155556,1,0,1,CHAOTIC,1.688889,7.685933,0,0.0,0.0,-1.503163,0.406879,1.317803,0.916852,-0.399228,0.0,-1.503163,0.139656,64,64,1434,1.448407,92.698028,1.956072,62,2,13,10,3,80,5,5,2.595839,1.431544,0.608423,0.558443,0.055,1.2,1.0,0.842539,1.4,0.050603,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,595,1779842984.414826,16.025993,13.222222,1,0,1,CHAOTIC,1.755556,7.685933,0,0.0,0.0,-1.495434,0.403903,1.315888,0.937435,-0.348161,0.0,-1.495434,0.147901,64,64,1442,1.458465,93.34173,1.956072,62,2,13,10,3,81,5,5,2.587771,1.444659,0.611078,0.558367,0.055,1.2,1.0,0.843312,1.4,0.048688,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,598,1779842984.52121,16.13244,13.288889,1,0,1,CHAOTIC,1.822222,7.685933,0,0.0,0.0,-1.487635,0.401106,1.321418,0.944617,-0.328175,0.0,-1.487635,0.156168,64,64,1443,1.457275,93.265595,1.956072,62,2,13,10,3,81,5,5,2.592371,1.466719,0.621335,0.558292,0.055,1.2,1.0,0.847583,1.4,0.054218,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,601,1779842984.628864,16.240062,13.355556,1,0,1,CHAOTIC,1.888889,7.685933,0,0.0,0.0,-1.479828,0.39834,1.322523,0.952189,-0.30551,0.0,-1.479828,0.164436,64,64,1443,1.458859,93.366971,1.956072,62,2,13,10,3,81,5,5,2.606403,1.489771,0.628783,0.558218,0.055,1.2,1.0,0.844787,1.4,0.055323,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,604,1779842984.723276,16.334401,13.422222,1,0,1,CHAOTIC,1.955556,7.685933,0,0.0,0.0,-1.471414,0.395748,1.318449,0.947177,-0.32071,0.0,-1.471414,0.173239,65,65,1451,1.450104,94.256763,1.956072,63,2,14,11,3,81,5,5,2.615198,1.509132,0.634024,0.558144,0.055,1.2,1.0,0.845446,1.4,0.051249,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,607,1779842984.802767,16.413819,13.488889,1,0,1,CHAOTIC,2.022222,7.685933,0,0.0,0.0,-1.462458,0.392116,1.321608,0.914712,-0.404106,0.0,-1.462458,0.182856,65,65,1452,1.446119,93.997716,1.902258,63,2,14,11,3,79,5,5,2.610472,1.538356,0.639245,0.558071,0.055,1.2,1.0,0.857005,1.4,0.054408,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,610,1779842984.903196,16.514358,13.555556,1,0,1,CHAOTIC,2.088889,7.685933,0,0.0,0.0,-1.453625,0.388185,1.322358,0.911617,-0.411041,0.0,-1.453625,0.192447,65,65,1459,1.456269,94.657464,1.902258,63,2,14,11,3,81,5,5,2.613044,1.557236,0.643777,0.557999,0.055,1.2,1.0,0.857669,1.4,0.055158,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,613,1779842985.002929,16.614089,13.622222,1,0,1,CHAOTIC,2.155556,7.685933,0,0.0,0.0,-1.444896,0.384031,1.31857,0.909661,-0.415351,0.0,-1.444896,0.202012,65,65,1464,1.454917,94.569617,1.943025,63,2,14,11,3,80,5,5,2.62083,1.582837,0.650152,0.557927,0.055,1.2,1.0,0.856788,1.4,0.05137,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,616,1779842985.105952,16.717003,13.688889,1,0,1,CHAOTIC,2.222222,7.685933,0,0.0,0.0,-1.436222,0.379762,1.311873,0.898279,-0.439426,0.0,-1.436222,0.211569,65,65,1469,1.461786,95.016082,1.951626,63,2,14,11,3,81,5,5,2.6243,1.599506,0.658067,0.557856,0.055,1.2,1.0,0.857008,1.4,0.044673,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,619,1779842985.19622,16.807301,13.755556,1,0,1,CHAOTIC,2.288889,7.685933,0,0.0,0.0,-1.42751,0.375566,1.305592,0.903005,-0.429629,0.0,-1.42751,0.221148,65,65,1472,1.461321,94.985855,1.943025,63,2,14,11,3,81,6,6,2.640761,1.606364,0.662633,0.557785,0.055,1.2,1.0,0.866647,1.4,0.038392,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,622,1779842985.304069,16.915153,13.822222,1,0,1,CHAOTIC,2.355556,7.685933,0,0.0,0.0,-1.417846,0.371233,1.309322,0.90666,-0.421862,0.0,-1.417846,0.231682,65,65,1473,1.458982,94.833862,1.930619,63,2,14,12,2,81,6,6,2.643123,1.616188,0.667131,0.557715,0.055,1.2,1.0,0.870903,1.4,0.042122,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,625,1779842985.394598,17.005682,13.888889,1,0,1,CHAOTIC,2.422222,7.685933,0,0.0,0.0,-1.408024,0.366171,1.31368,0.873446,-0.486921,0.0,-1.408024,0.242605,65,65,1471,1.443129,93.803364,1.930619,63,2,14,12,2,81,6,6,2.642716,1.627229,0.672541,0.557646,0.055,1.2,1.0,0.86966,1.4,0.04648,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,629,1779842985.5307,17.141869,13.977778,1,0,1,CHAOTIC,2.511111,7.685933,0,0.0,0.0,-1.395116,0.359057,1.302026,0.862543,-0.505983,0.0,-1.395116,0.257128,65,65,1471,1.439333,93.556669,1.930619,63,2,14,12,2,81,6,6,2.641171,1.640532,0.681068,0.557555,0.055,1.2,1.0,0.881539,1.4,0.034826,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,631,1779842985.59862,17.209837,14.022222,1,0,1,CHAOTIC,2.555556,7.685933,0,0.0,0.0,-1.388906,0.355087,1.301011,0.83505,-0.550175,0.0,-1.388906,0.003686,65,65,1473,1.423902,92.553604,1.930619,63,2,14,12,2,80,6,6,2.655512,1.647179,0.685927,0.55751,0.055,1.2,1.0,0.882776,1.4,0.033811,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,634,1779842985.718375,17.329588,14.088889,1,0,1,CHAOTIC,2.622222,7.685933,0,0.0,0.0,-1.379927,0.348631,1.298995,0.820727,-0.57132,0.0,-1.379927,0.014742,65,65,1479,1.411976,91.778426,1.930619,63,2,14,12,2,81,6,6,2.647181,1.662393,0.694944,0.557442,0.055,1.2,1.0,0.891704,1.4,0.031795,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,637,1779842985.817837,17.429049,14.155556,1,0,1,CHAOTIC,2.688889,7.685933,0,0.0,0.0,-1.370724,0.342501,1.293935,0.818814,-0.574058,0.0,-1.370724,0.025798,65,65,1480,1.416339,92.062056,1.930619,63,2,13,12,1,80,6,6,2.659628,1.683596,0.698176,0.557375,0.055,1.2,1.0,0.893719,1.4,0.026735,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,640,1779842985.913934,17.525072,14.222222,1,0,1,CHAOTIC,2.755556,7.685933,0,0.0,0.0,-1.361505,0.336388,1.284274,0.833061,-0.553181,0.0,-1.361505,0.036859,65,65,1482,1.417779,92.15565,1.962757,63,2,13,12,1,80,6,6,2.667882,1.698512,0.704327,0.557309,0.055,1.2,1.0,0.901289,1.4,0.017074,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,643,1779842986.011868,17.623003,14.288889,1,0,1,CHAOTIC,2.822222,7.685933,0,0.0,0.0,-1.35208,0.330593,1.284524,0.858284,-0.513175,0.0,-1.35208,0.047913,65,65,1484,1.425001,92.625088,1.962757,63,2,13,12,1,81,6,6,2.681079,1.722596,0.706126,0.557244,0.055,1.2,1.0,0.910116,1.4,0.017324,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,646,1779842986.140091,17.751191,14.355556,1,0,1,CHAOTIC,2.888889,7.685933,0,0.0,0.0,-1.34243,0.325176,1.287692,0.872493,-0.488627,0.0,-1.34243,0.058954,65,65,1485,1.427199,92.767951,1.962757,63,2,12,12,0,81,6,6,2.686094,1.742235,0.711123,0.557179,0.055,1.2,1.0,0.915959,1.4,0.020492,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,648,1779842986.200657,17.811708,14.4,1,0,1,CHAOTIC,2.933333,7.685933,0,0.0,0.0,-1.335922,0.321701,1.295484,0.883423,-0.468576,0.0,-1.335922,0.06631,65,65,1485,1.429011,92.885716,1.962757,63,2,12,10,2,81,6,7,2.680471,1.750374,0.714755,0.557136,0.055,1.2,1.0,0.914796,1.4,0.028284,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,651,1779842986.303345,17.914515,14.466667,1,0,1,CHAOTIC,3.0,7.685933,0,0.0,0.0,-1.326455,0.315972,1.299585,0.852151,-0.523297,0.0,-1.326455,0.077374,65,65,1481,1.423543,92.530284,1.962757,63,2,12,10,2,82,6,7,2.6822,1.77061,0.719279,0.557072,0.055,1.2,1.0,0.914093,1.4,0.032385,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,654,1779842986.399799,18.010891,14.533333,1,0,1,CHAOTIC,3.066667,7.685933,0,0.0,0.0,-1.317245,0.309834,1.28984,0.834688,-0.550724,0.0,-1.317245,0.088438,65,65,1483,1.424233,92.575128,1.962757,63,2,12,9,3,81,6,7,2.690271,1.783686,0.729735,0.557008,0.055,1.2,1.0,0.919799,1.4,0.02264,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,657,1779842986.505197,18.105232,14.6,1,0,1,CHAOTIC,3.133333,7.685933,0,0.0,0.0,-1.308129,0.303558,1.286338,0.833014,-0.553252,0.0,-1.308129,0.099498,65,65,1490,1.429574,92.922288,1.962757,63,2,12,9,3,81,6,7,2.697538,1.80836,0.733086,0.556945,0.055,1.2,1.0,0.923786,1.4,0.019138,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,660,1779842986.596857,18.207995,14.666667,1,0,1,CHAOTIC,3.2,7.685933,0,0.0,0.0,-1.29908,0.297185,1.289374,0.811369,-0.584534,0.0,-1.29908,0.110556,65,65,1490,1.433353,93.167977,1.954502,63,2,12,9,3,81,6,7,2.694742,1.817312,0.741721,0.556883,0.055,1.2,1.0,0.924666,1.4,0.022174,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,663,1779842986.689479,18.300648,14.733333,1,0,1,CHAOTIC,3.266667,7.685933,0,0.0,0.0,-1.290428,0.29028,1.291626,0.791704,-0.610904,0.0,-1.290428,0.121575,65,65,1493,1.419571,92.272105,1.954502,63,2,12,9,3,81,6,7,2.698615,1.826806,0.750109,0.556821,0.055,1.2,1.0,0.933217,1.4,0.024426,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,667,1779842986.80122,18.402922,14.822222,1,0,1,CHAOTIC,3.355556,7.685933,0,0.0,0.0,-1.278793,0.281195,1.28657,0.790687,-0.612221,0.0,-1.278793,0.136294,65,65,1492,1.419385,92.260022,1.954502,63,2,12,8,4,80,6,7,2.714078,1.829286,0.760186,0.55674,0.055,1.2,1.0,0.936476,1.4,0.01937,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,670,1779842986.901478,18.512644,14.888889,1,0,1,CHAOTIC,3.422222,7.685933,0,0.0,0.0,-1.269535,0.274313,1.291242,0.797437,-0.603402,0.0,-1.269535,0.147816,65,65,1494,1.424681,92.604281,1.960038,63,2,13,9,4,81,6,7,2.721829,1.836763,0.769333,0.556679,0.055,1.2,1.0,0.938018,1.4,0.024042,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,673,1779842986.992526,18.603676,14.955556,1,0,1,CHAOTIC,3.488889,7.685933,0,0.0,0.0,-1.259501,0.266931,1.285895,0.805626,-0.592425,0.0,-1.259501,0.160265,65,65,1494,1.424137,92.568921,1.978641,63,2,13,9,4,81,6,7,2.715964,1.850187,0.771992,0.556619,0.055,1.2,1.0,0.939782,1.4,0.018695,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,676,1779842987.136312,18.747538,15.022222,1,0,1,CHAOTIC,3.555556,7.685933,0,0.0,0.0,-1.249349,0.25971,1.279112,0.821311,-0.57048,0.0,-1.249349,0.17272,65,65,1493,1.424254,92.576542,1.978641,63,2,13,9,4,82,6,7,2.72265,1.85661,0.779042,0.55656,0.055,1.2,1.0,0.941518,1.4,0.011912,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,678,1779842987.213946,18.825005,15.066667,1,0,1,CHAOTIC,3.6,7.685933,0,0.0,0.0,-1.24319,0.254855,1.279004,0.771919,-0.635721,0.0,-1.24319,0.180545,65,65,1494,1.424032,92.562099,1.978641,63,2,13,9,4,79,6,7,2.726506,1.875594,0.782473,0.556521,0.055,1.2,1.0,0.940233,1.4,0.011804,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,681,1779842987.313651,18.924733,15.133333,1,0,1,CHAOTIC,3.666667,7.685933,0,0.0,0.0,-1.234544,0.247941,1.272016,0.798101,-0.602524,0.0,-1.234544,0.191589,65,65,1497,1.431079,93.020162,1.978641,63,2,13,9,4,81,6,7,2.737153,1.882189,0.786127,0.556462,0.055,1.2,1.0,0.936635,1.4,0.004816,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,683,1779842987.394071,19.00527,15.177778,1,0,1,CHAOTIC,3.711111,7.685933,0,0.0,0.0,-1.228735,0.243389,1.269585,0.773383,-0.63394,0.0,-1.228735,0.198956,65,65,1499,1.435167,93.285826,1.978641,63,2,13,9,4,81,6,7,2.74019,1.88958,0.790445,0.556423,0.055,1.2,1.0,0.932237,1.4,0.002385,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,686,1779842987.495065,19.10627,15.244444,1,0,1,CHAOTIC,3.777778,7.685933,0,0.0,0.0,-1.220692,0.235783,1.26463,0.708386,-0.705825,0.0,-1.220692,0.20991,65,65,1499,1.408622,91.560457,1.978641,62,2,13,9,4,81,6,7,2.749909,1.901788,0.800803,0.556366,0.055,1.2,1.0,0.941943,1.4,-0.00257,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,690,1779842987.626523,19.237666,15.333333,1,0,1,CHAOTIC,3.866667,7.685933,0,0.0,0.0,-1.211172,0.22638,1.2618,0.697389,-0.716693,0.0,-1.211172,0.223124,65,65,1503,1.412346,91.802465,2.039876,62,2,13,9,4,78,6,7,2.752341,1.917924,0.807383,0.55629,0.055,1.2,1.0,0.940514,1.4,-0.0054,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,693,1779842987.719159,19.330298,15.4,1,0,1,CHAOTIC,3.933333,7.685933,0,0.0,0.0,-1.204178,0.219675,1.269979,0.724218,-0.689571,0.0,-1.204178,0.232724,65,65,1501,1.41492,91.969789,2.039876,63,2,13,9,4,79,6,7,2.753451,1.940897,0.810356,0.556233,0.055,1.2,1.0,0.9339,1.4,0.002779,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,696,1779842987.806518,19.41765,15.466667,1,0,1,CHAOTIC,4.0,7.685933,0,0.0,0.0,-1.196956,0.213218,1.270389,0.758968,-0.651128,0.0,-1.196956,0.242368,65,65,1500,1.417536,92.139821,2.039876,63,2,13,9,4,82,6,7,2.768186,1.946094,0.815836,0.556177,0.055,1.2,1.0,0.936998,1.4,0.003189,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,699,1779842987.899596,19.510743,15.533333,1,0,1,CHAOTIC,4.066667,7.685933,0,0.0,0.0,-1.189627,0.206882,1.27373,0.771915,-0.635726,0.0,-1.189627,0.252028,65,65,1505,1.424965,92.622694,2.111097,63,2,13,9,4,82,6,7,2.774193,1.954575,0.818451,0.556122,0.055,1.2,1.0,0.939893,1.4,0.00653,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,702,1779842988.003283,19.614457,15.6,1,0,1,CHAOTIC,4.133333,7.685933,0,0.0,0.0,-1.181113,0.199807,1.266388,0.789872,-0.613272,0.0,-1.181113,0.263082,65,65,1503,1.42743,92.782963,2.111097,63,2,14,10,4,81,6,7,2.770256,1.977472,0.82186,0.556067,0.055,1.2,1.0,0.940962,1.4,-0.000812,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,706,1779842988.10365,19.714718,15.688889,1,0,1,CHAOTIC,4.222222,7.685933,0,0.0,0.0,-1.171196,0.191528,1.260166,0.752651,-0.658419,0.0,-1.171196,0.275982,65,65,1505,1.429906,92.943918,2.111097,63,2,14,9,5,80,6,7,2.800027,1.986723,0.836517,0.555994,0.055,1.2,1.0,0.947082,1.4,-0.007034,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,709,1779842988.206945,19.817807,15.755556,1,0,1,CHAOTIC,4.288889,7.685933,0,0.0,0.0,-1.163962,0.185138,1.266818,0.752902,-0.658133,0.0,-1.163962,0.285604,65,65,1507,1.434736,93.257825,2.111097,63,2,14,9,5,80,6,7,2.802731,1.988242,0.846429,0.555941,0.055,1.2,1.0,0.952614,1.4,-0.000382,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,713,1779842988.296025,19.907191,15.844444,1,0,1,CHAOTIC,4.377778,7.685933,0,0.0,0.0,-1.154445,0.177091,1.266398,0.758979,-0.651115,0.0,-1.154445,0.298049,65,65,1505,1.434409,93.236572,2.051841,63,2,14,9,5,81,6,7,2.804038,1.994932,0.848807,0.55587,0.055,1.2,1.0,0.956483,1.4,-0.000802,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,716,1779842988.403398,20.014475,15.911111,1,0,1,CHAOTIC,4.444444,7.685933,0,0.0,0.0,-1.148162,0.171656,1.276471,0.773141,-0.634234,0.0,-1.148162,0.30634,65,65,1506,1.435604,93.314273,2.051841,63,2,14,9,5,80,6,8,2.804982,2.014889,0.857691,0.555817,0.055,1.2,1.0,0.956576,1.4,0.009271,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,719,1779842988.491929,20.103015,15.977778,1,0,1,CHAOTIC,4.511111,7.685933,0,0.0,0.0,-1.141964,0.166121,1.266198,0.746144,-0.665785,0.0,-1.141964,0.314624,65,65,1507,1.43706,93.408921,1.973572,63,2,14,9,5,80,6,8,2.814672,2.009365,0.858545,0.555765,0.055,1.2,1.0,0.962856,1.4,-0.001002,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,723,1779842988.60715,20.218253,16.066667,1,0,1,CHAOTIC,4.6,7.685933,0,0.0,0.0,-1.13357,0.158892,1.263735,0.755473,-0.65518,0.0,-1.13357,0.008309,65,65,1507,1.442394,93.755618,1.973572,63,2,14,9,5,81,6,8,2.830835,2.019066,0.868822,0.555696,0.055,1.2,1.0,0.962928,1.4,-0.003465,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,726,1779842988.693342,20.304481,16.133333,1,0,1,CHAOTIC,4.666667,7.685933,0,0.0,0.0,-1.127389,0.153337,1.258085,0.733062,-0.680162,0.0,-1.127389,0.016619,65,65,1507,1.442281,93.748261,1.973572,63,2,12,9,3,81,6,8,2.837945,2.031784,0.869491,0.555645,0.055,1.2,1.0,0.962237,1.4,-0.009115,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,730,1779842988.814742,20.41689,16.222222,1,0,1,CHAOTIC,4.755556,7.685933,0,0.0,0.0,-1.118852,0.146275,1.251234,0.770369,-0.637598,0.0,-1.118852,0.027695,65,65,1505,1.443379,93.819638,1.973572,63,2,12,9,3,81,6,8,2.854375,2.046906,0.872853,0.555577,0.055,1.2,1.0,0.963334,1.4,-0.015966,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,733,1779842988.900112,20.511226,16.288889,1,0,1,CHAOTIC,4.822222,7.685933,0,0.0,0.0,-1.112658,0.140733,1.258185,0.744925,-0.667148,0.0,-1.112658,0.036004,65,65,1506,1.446259,94.006862,1.973572,63,2,11,9,2,81,6,8,2.8713,2.055609,0.876311,0.555527,0.055,1.2,1.0,0.962803,1.4,-0.009015,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,738,1779842989.026714,20.6379,16.4,1,0,1,CHAOTIC,4.933333,7.685933,0,0.0,0.0,-1.101156,0.130738,1.257148,0.738036,-0.674761,0.0,-1.101156,0.051242,65,65,1506,1.450989,94.314315,1.944344,63,2,12,10,2,81,6,8,2.892673,2.084881,0.879996,0.555445,0.055,1.2,1.0,0.976274,1.4,-0.010052,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,741,1779842989.119973,20.724412,16.466667,1,0,1,CHAOTIC,5.0,7.685933,0,0.0,0.0,-1.093812,0.12391,1.252668,0.749676,-0.661805,0.0,-1.093812,0.061266,65,65,1508,1.449313,94.205374,2.008457,63,1,13,11,2,79,6,8,2.893466,2.093577,0.881596,0.555396,0.055,1.2,1.0,0.984132,1.4,-0.014532,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,742,1779842989.199081,20.810226,16.488889,1,0,1,CHAOTIC,5.022222,7.685933,0,0.0,0.0,-1.091036,0.121543,1.257809,0.760966,-0.648791,0.0,-1.091036,0.064914,65,65,1509,1.450298,94.269358,2.008457,63,1,13,11,2,80,6,8,2.901851,2.10397,0.882122,0.55538,0.055,1.2,1.0,0.98843,1.4,-0.009391,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,745,1779842989.312201,20.923257,16.555556,1,0,1,CHAOTIC,5.088889,7.685933,0,0.0,0.0,-1.083285,0.113827,1.249452,0.677033,-0.735953,0.0,-1.083285,0.075832,65,65,1509,1.442962,93.792558,2.005158,63,1,12,11,1,81,6,8,2.904823,2.110314,0.890825,0.555332,0.055,1.2,1.0,0.9857,1.4,-0.017748,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,748,1779842989.443223,21.054328,16.622222,1,0,1,CHAOTIC,5.155556,7.685933,0,0.0,0.0,-1.075871,0.105169,1.248662,0.656377,-0.754433,0.0,-1.075871,0.087143,65,65,1505,1.420371,92.324119,1.99632,62,1,13,12,1,81,6,8,2.914968,2.118012,0.899533,0.555284,0.055,1.2,1.0,0.988697,1.4,-0.018538,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,750,1779842989.524082,21.135191,16.666667,1,0,1,CHAOTIC,5.2,7.685933,0,0.0,0.0,-1.070568,0.098978,1.247127,0.665877,-0.746062,0.0,-1.070568,0.095245,65,65,1503,1.419608,92.274534,1.99632,63,0,13,12,1,81,6,8,2.923124,2.122894,0.903066,0.555252,0.055,1.2,1.0,0.996279,1.4,-0.020073,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,752,1779842989.590337,21.201405,16.711111,1,0,1,CHAOTIC,5.244444,7.685933,0,0.0,0.0,-1.065257,0.092864,1.252764,0.671951,-0.740596,0.0,-1.065257,0.103307,65,65,1502,1.420994,92.364604,1.99632,63,0,13,12,1,80,6,8,2.923291,2.131292,0.903859,0.555221,0.055,1.2,1.0,1.000245,1.4,-0.014436,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,755,1779842989.706314,21.317459,16.777778,1,0,1,CHAOTIC,5.311111,7.685933,0,0.0,0.0,-1.057113,0.08385,1.247287,0.650396,-0.759595,0.0,-1.057113,0.115427,65,65,1502,1.424395,92.585691,1.99632,61,0,13,12,1,81,6,8,2.936859,2.13801,0.912147,0.555174,0.055,1.2,1.0,1.004695,1.4,-0.019913,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,758,1779842989.803162,21.414273,16.844444,1,0,1,CHAOTIC,5.377778,7.685933,0,0.0,0.0,-1.04928,0.074495,1.241393,0.665711,-0.74621,0.0,-1.04928,0.127572,65,65,1502,1.424875,92.616904,1.99632,63,0,13,12,1,80,6,8,2.942732,2.145056,0.911557,0.555127,0.055,1.2,1.0,0.99907,1.4,-0.025807,1.32,64,24
20260526-194927-sentence-script-a-cell-sphere-is-filled-38e823,761,1779842989.910255,21.521352,16.911111,1,0,1,CHAOTIC,5.444444,7.685933,0,0.0,0.0,-1.041596,0.064945,1.24203,0.63394,-0.773382,0.0,-1.041596,0.13976,65,65,1504,1.423118,92.502651,2.098089,61,0,13,12,1,81,6,8,2.955035,2.143621,0.919469,0.555081,0.055,1.2,1.0,0.999547,1.4,-0.02517,1.32,64,24
