run_id,sample_index,sim_time_s,frame,round,ai_enabled,ai_mode,paused,ion_index,ion_charge,ion_marked,ion_attached_channel,ion_inside,ion_x,ion_y,ion_z,ion_vx,ion_vy,ion_vz,ion_speed,ion_recent_transfer_timer,total_ions,inside_count,outside_count,open_channel_count,total_crossings,global_pressure_bias,global_swirl_strength,electric_x,electric_y,electric_z,channel_open_mask,channel_attached_counts
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,0,0.02,1,1,1,BALANCE,0,62,1,0,,0,1.455791,-6.290933,-0.899863,-0.054999,-0.364596,-0.40285,0.546116,0,64,0,64,5,0,-0.72,0.18,0.0008,0.02,0.029994,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,0,0.02,1,1,1,BALANCE,0,63,1,0,,0,0.235563,2.398393,-6.717697,0.560649,0.453103,0.317636,0.787732,0,64,0,64,5,0,-0.72,0.18,0.0008,0.02,0.029994,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,0,-1,0,,0,-2.617482,4.495776,-5.790312,0.350825,0.038963,0.528097,0.635203,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,1,1,0,,0,1.943895,-4.094897,-6.27332,0.338539,-0.140097,-0.277311,0.459497,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,2,1,0,,0,-0.137221,3.750468,-5.611427,-0.418097,-0.631724,-0.016307,0.757724,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,3,1,0,,0,-3.601655,-5.544999,1.932881,0.591829,0.058949,-0.225913,0.636218,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,4,1,0,,0,4.981078,4.213469,3.548205,-0.159334,0.263592,0.348346,0.464987,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,5,1,0,,0,-5.577742,0.610093,2.775016,-0.288816,-0.583643,-0.333628,0.731684,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,6,-1,0,,0,3.950872,-4.341049,5.339891,0.451767,0.143299,-0.192722,0.511634,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
20260525-190807-sentence-script-a-transparent-3d-cell-me-9e73c0,1,0.1,5,1,1,BALANCE,0,7,-1,0,,0,1.020913,7.546045,0.921998,0.414881,-0.373979,0.16466,0.582322,0,64,0,64,5,0,-0.72,0.18,0.003993,0.02,0.02985,1010101010,0|0|0|0|0|0|0|0|0|0
