csv_run_id,csv_elapsed_seconds,simulation_time,frame,row_type,object_id,object_kind,round_number,round_goal,spawned_this_round,completed_products,active_count,raw_count,blueprint_count,protein_count,product_count,avg_speed,avg_energy_charge,ai_enabled,ai_mode,ai_stagnant_time,ai_completion_time,paused,drone_x,drone_y,drone_z,drone_vx,drone_vy,drone_vz,drone_target_x,drone_target_y,drone_target_z,attached_count,particle_count,effect_count,station_count,energy_stream_count,particle_id,kind,alive,attached,marked,age,processing_cooldown,x,y,z,vx,vy,vz,target_x,target_y,target_z,radius,last_speed,station_name,station_type,station_charge,station_touch_count,station_last_touched,effect_type
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_11,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-4.964746939854756,-0.5257941379860347,3.6307678501750375e-16,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_12,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-4.525451655087275,0.3081660470023842,-1.2161934181154965,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_13,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-3.669884997967544,0.5886706908811489,-2.093969555909264,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_14,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-2.5874443779985876,-0.37283769693435975,-2.5737619862657466,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_15,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-1.349634586135525,0.3756454770063074,-2.8494370566440406,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_16,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-0.4483196269694001,0.668840557823921,-1.9457456445100423,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.1049,0.1049,10,station,station_17,station,1,12,5,0,5,5,0,0,0,0.9613865755350602,0.0,True,FEED,0.06753087043762207,0.0,False,-4.456425953284116,0.0,0.0,-0.9006753546911224,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,0.4170438836215431,0.36966374532723895,-1.1639869868961112,,,,,,,0.45,,Ribosome,ribosome,0,0,0.0,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.2058,0.2058,28,summary,cell_factory,summary,1,12,5,0,5,5,0,0,0,0.9884875531209248,0.0,True,FEED,0.16843095016479492,0.0,False,-4.582053462071768,0.0,0.0,-1.5132447714344996,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,,,,,,,,,,,,,,,,,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.2058,0.2058,28,drone,ai_enzyme_drone,drone,1,12,5,0,5,5,0,0,0,0.9884875531209248,0.0,True,FEED,0.16843095016479492,0.0,False,-4.582053462071768,0.0,0.0,-1.5132447714344996,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,,,,,,,,-4.582053462071768,0.0,0.0,-1.5132447714344996,0.0,0.0,-7.52,0.0,0.0,,,,,,,,
20260526-210653-sentence-script-a-stylized-cell-shows-mi-f8c03f,0.2058,0.2058,28,particle,particle_0,particle,1,12,5,0,5,5,0,0,0,0.9884875531209248,0.0,True,FEED,0.16843095016479492,0.0,False,-4.582053462071768,0.0,0.0,-1.5132447714344996,0.0,0.0,-7.52,0.0,0.0,0,5,0,18,12,0,raw,True,False,False,0.20583007621765137,0,-7.575062013144207,-0.10996542210672837,-0.3409190577476645,1.2496769426142387,0.026301203368192833,0.05120879637101523,-2.1977564490112016,-0.18356022374925945,-0.2575694251200555,0.16,1.2510022202322642,,,,,,
