run_id,frame,elapsed_seconds,round,paused,ai_enabled,ai_mode,simulation_mode_note,unfold_progress,fork_distance,left_fork_x,left_fork_y,left_fork_z,right_fork_x,right_fork_y,right_fork_z,replication_speed,unfold_speed,target_replication_speed,target_unfold_speed,chaos_level,attached_enzyme_count,active_particle_count,attachment_count,detachment_count,collision_count,transfer_count,mark_count,spill_count,enzyme0_x,enzyme0_y,enzyme0_z,enzyme0_attached,enzyme1_x,enzyme1_y,enzyme1_z,enzyme1_attached,completion_hold,ai_stagnation_seconds,left_fork_paused,right_fork_paused
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2140,37.140,2,0,1,repair,repair,0.04082,0.01107,-0.01107,0.00000,0.00000,0.01107,0.00000,0.00000,0.66396,0.11101,0.72000,0.13000,0.00000,10,0,24,14,336,300,9,365,0.82948,-0.06232,0.90476,1,0.45616,0.84256,-0.02911,1,0.00000,10.52500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2158,37.405,2,0,1,repair,repair,0.07603,0.21590,-0.21590,0.00000,0.00000,0.21590,0.00000,0.00000,0.69553,0.12171,0.72000,0.13000,0.00000,10,5,24,14,336,300,9,370,0.28318,-0.42481,0.32078,1,0.25477,-0.11607,0.45332,1,0.00000,10.30000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2174,37.664,2,0,1,repair,repair,0.10917,0.40339,-0.40339,0.00000,0.00000,0.40339,0.00000,0.00000,0.70829,0.12603,0.72000,0.13000,0.00000,10,5,24,14,345,300,9,370,0.41344,-0.42686,-0.25883,1,0.41056,-0.49362,0.04846,1,0.00000,10.10000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2191,37.919,2,0,1,repair,repair,0.14524,0.60514,-0.60514,0.00000,0.00000,0.60514,0.00000,0.00000,0.71465,0.12819,0.72000,0.13000,0.00000,10,5,24,14,345,300,9,370,0.60852,0.09517,-0.49260,1,0.60827,-0.22433,-0.44921,1,0.00000,9.88750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2209,38.175,2,0,1,repair,repair,0.18388,0.82007,-0.82007,0.00000,0.00000,0.82007,0.00000,0.00000,0.71766,0.12921,0.72000,0.13000,0.00000,10,11,24,14,347,300,9,376,0.82248,0.50015,-0.06683,1,0.82246,0.35643,-0.35697,1,0.00000,9.66250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2225,38.435,2,0,1,repair,repair,0.21840,1.01164,-1.01164,0.00000,0.00000,1.01164,0.00000,0.00000,0.71888,0.12962,0.72000,0.13000,0.00000,10,9,24,14,354,301,9,376,1.01382,0.29529,0.41181,1,1.01382,0.48421,0.14877,1,0.00000,9.46250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2242,38.693,2,0,1,repair,repair,0.25516,1.21543,-1.21543,0.00000,0.00000,1.21543,0.00000,0.00000,0.71949,0.12983,0.72000,0.13000,0.00000,10,14,24,14,354,301,9,381,1.21751,-0.24469,0.44604,1,1.21751,0.07495,0.50314,1,0.00000,9.25000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2260,38.955,2,0,1,repair,repair,0.29413,1.43132,-1.43132,0.00000,0.00000,1.43132,0.00000,0.00000,0.71978,0.12992,0.72000,0.13000,0.00000,10,10,24,14,356,304,9,381,1.43336,-0.50808,-0.04971,1,1.43336,-0.43435,0.26850,1,0.00000,9.02500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2278,39.221,2,0,1,repair,repair,0.33311,1.64728,-1.64728,0.00000,0.00000,1.64728,0.00000,0.00000,0.71990,0.12997,0.72000,0.13000,0.00000,10,11,24,14,359,307,9,386,1.64929,-0.16576,-0.48464,1,1.64929,-0.42600,-0.28453,1,0.00000,8.80000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2293,39.488,2,0,1,repair,repair,0.35816,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.15526,0.07391,0.72000,0.13000,0.00000,10,9,24,14,362,308,9,386,1.74927,0.29325,-0.42138,1,1.74927,-0.02394,-0.51305,1,0.00000,8.61250,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2307,39.751,2,0,1,repair,repair,0.37338,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.02593,0.06107,0.72000,0.13000,0.00000,10,7,24,14,362,310,9,386,1.76139,0.51190,-0.05106,1,1.76139,0.37394,-0.35378,1,0.00000,8.43750,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2321,40.020,2,0,1,repair,repair,0.38729,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.00433,0.05893,0.72000,0.13000,0.00000,10,10,24,14,362,312,9,391,1.76302,0.37561,0.35282,1,1.76302,0.51377,0.04647,1,0.00000,8.26250,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2335,40.286,2,0,1,repair,repair,0.40099,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.00072,0.05857,0.72000,0.13000,0.00000,10,10,24,14,364,312,9,391,1.76324,-0.01429,0.51597,1,1.76324,0.31001,0.41354,1,0.00000,8.08750,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2350,40.553,2,0,1,repair,repair,0.41562,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.00011,0.05851,0.72000,0.13000,0.00000,10,11,24,14,366,315,9,396,1.76327,-0.41235,0.31186,1,1.76327,-0.12422,0.50271,1,0.00000,7.90000,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2364,40.810,2,0,1,repair,repair,0.42927,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.00002,0.05850,0.72000,0.13000,0.00000,10,8,24,14,375,318,9,396,1.76327,-0.50954,-0.09215,1,1.76327,-0.45248,0.25330,1,0.00000,7.72500,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2378,41.068,2,0,1,repair,repair,0.44292,1.68327,-1.68327,0.00000,0.00000,1.68327,0.00000,0.00000,0.00000,0.05850,0.72000,0.13000,0.00000,10,8,24,14,382,318,9,396,1.76327,-0.28153,-0.43551,1,1.76327,-0.49622,-0.15316,1,0.00000,7.55000,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2392,41.333,2,0,1,repair,repair,0.45673,1.68487,-1.68487,0.00000,0.00000,1.68487,0.00000,0.00000,0.06334,0.06479,0.72000,0.13000,0.00000,10,11,24,14,382,320,9,401,1.76355,0.12095,-0.50513,1,1.76355,-0.23553,-0.46366,1,0.00000,7.37500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2407,41.592,2,0,1,repair,repair,0.47773,1.74903,-1.74903,0.00000,0.00000,1.74903,0.00000,0.00000,0.39085,0.09731,0.72000,0.13000,0.00000,10,11,24,14,385,320,9,402,1.79941,0.46187,-0.23912,1,1.79941,0.19347,-0.48346,1,0.00000,7.18750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2424,41.855,2,0,1,repair,repair,0.50828,1.88983,-1.88983,0.00000,0.00000,1.88983,0.00000,0.00000,0.56953,0.11506,0.72000,0.13000,0.00000,10,9,24,14,388,321,9,402,1.91506,0.46035,0.24349,1,1.91506,0.50716,-0.12058,1,0.00000,6.97500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2442,42.110,2,0,1,repair,repair,0.54431,2.07584,-2.07584,0.00000,0.00000,2.07584,0.00000,0.00000,0.65431,0.12348,0.72000,0.13000,0.00000,10,9,24,14,395,325,9,408,2.08808,0.03804,0.52004,1,2.08808,0.37479,0.36335,1,0.00000,6.75000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2460,42.369,2,0,1,repair,repair,0.58201,2.27875,-2.27875,0.00000,0.00000,2.27875,0.00000,0.00000,0.69132,0.12715,0.72000,0.13000,0.00000,10,8,24,14,396,326,9,408,2.28523,-0.41815,0.31257,1,2.28523,-0.09986,0.51301,1,0.00000,6.52500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2474,42.624,2,0,1,repair,repair,0.61186,2.44193,-2.44193,0.00000,0.00000,2.44193,0.00000,0.00000,0.70495,0.12851,0.72000,0.13000,0.00000,10,11,24,14,396,327,9,413,2.44628,-0.51824,-0.06782,1,2.44628,-0.42847,0.29988,1,0.00000,6.35000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2488,42.876,2,0,1,repair,repair,0.64194,2.60740,-2.60740,0.00000,0.00000,2.60740,0.00000,0.00000,0.71210,0.12922,0.72000,0.13000,0.00000,10,10,24,14,401,328,9,413,2.61064,-0.32709,-0.40837,1,2.61064,-0.51708,-0.08026,1,0.00000,6.17500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2502,43.136,2,0,1,repair,repair,0.67214,2.77408,-2.77408,0.00000,0.00000,2.77408,0.00000,0.00000,0.71585,0.12959,0.72000,0.13000,0.00000,10,9,24,14,403,329,9,413,2.77672,0.04452,-0.52174,1,2.77672,-0.31937,-0.41494,1,0.00000,6.00000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2516,43.402,2,0,1,repair,repair,0.70241,2.94138,-2.94138,0.00000,0.00000,2.94138,0.00000,0.00000,0.71782,0.12978,0.72000,0.13000,0.00000,10,13,24,14,403,330,9,418,2.94372,0.39050,-0.34948,1,2.94372,0.05238,-0.52139,1,0.00000,5.82500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2531,43.654,2,0,1,repair,repair,0.73487,3.12099,-3.12099,0.00000,0.00000,3.12099,0.00000,0.00000,0.71891,0.12989,0.72000,0.13000,0.00000,10,10,24,14,409,333,9,418,3.12316,0.52304,0.03902,1,3.12316,0.41252,-0.32377,1,0.00000,5.63750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2548,43.910,2,0,1,repair,repair,0.77168,3.32478,-3.32478,0.00000,0.00000,3.32478,0.00000,0.00000,0.71950,0.12995,0.72000,0.13000,0.00000,10,11,24,14,410,337,9,423,3.32686,0.29195,0.43617,1,3.32686,0.50928,0.12629,1,0.00000,5.42500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2566,44.166,2,0,1,repair,repair,0.81067,3.54069,-3.54069,0.00000,0.00000,3.54069,0.00000,0.00000,0.71978,0.12998,0.72000,0.13000,0.00000,10,9,24,14,411,338,9,423,3.54272,-0.18732,0.49069,1,3.54272,0.19074,0.48931,1,0.00000,5.20000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2582,44.418,2,0,1,repair,repair,0.84534,3.73265,-3.73265,0.00000,0.00000,3.73265,0.00000,0.00000,0.71990,0.12999,0.72000,0.13000,0.00000,10,10,24,14,411,338,9,424,3.73466,-0.49141,0.18626,1,3.73466,-0.23824,0.46864,1,0.00000,5.00000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2597,44.685,2,0,1,repair,repair,0.87783,3.91263,-3.91263,0.00000,0.00000,3.91263,0.00000,0.00000,0.71995,0.12999,0.72000,0.13000,0.00000,10,12,24,14,413,341,9,429,3.91463,-0.47891,-0.21709,1,3.91463,-0.50001,0.16335,1,0.00000,4.81250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2611,44.944,2,0,1,repair,repair,0.90817,4.08062,-4.08062,0.00000,0.00000,4.08062,0.00000,0.00000,0.71997,0.13000,0.72000,0.13000,0.00000,10,9,24,14,413,343,9,429,4.08262,-0.21134,-0.48175,1,4.08262,-0.48153,-0.21208,1,0.00000,4.63750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2625,45.205,2,0,1,repair,repair,0.93850,4.24861,-4.24861,0.00000,0.00000,4.24861,0.00000,0.00000,0.71999,0.13000,0.72000,0.13000,0.00000,10,8,24,14,413,349,9,434,4.25062,0.16371,-0.50013,1,4.25062,-0.21749,-0.47920,1,0.00000,4.46250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2639,45.465,2,0,1,repair,repair,0.96636,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.33437,0.09170,0.72000,0.13000,0.00000,10,7,24,14,413,350,9,434,4.39156,0.45505,-0.26469,1,4.39156,0.15668,-0.50252,1,0.00000,4.28750,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2653,45.722,2,0,1,repair,repair,0.98339,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.05584,0.06405,0.72000,0.13000,0.00000,10,7,24,14,416,350,9,434,4.42015,0.51626,0.10386,1,4.42015,0.45109,-0.27147,1,0.00000,4.11250,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2667,45.986,2,0,1,repair,repair,0.99761,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00933,0.05943,0.72000,0.13000,0.00000,10,8,24,14,416,354,9,439,4.42401,0.31817,0.41982,1,4.42401,0.51763,0.09655,1,0.00000,3.93750,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2680,46.247,2,0,1,repair,repair,1.00000,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00177,0.05868,0.72000,0.13000,0.00000,10,8,24,14,417,354,9,439,4.42452,-0.01088,0.52690,1,4.42452,0.34547,0.39776,1,0.00000,4.06667,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2693,46.504,2,0,1,repair,repair,1.00000,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00034,0.05853,0.72000,0.13000,0.00000,10,7,24,14,417,355,9,439,4.42460,-0.33459,0.40745,1,4.42460,0.02504,0.52654,1,0.00000,4.28333,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2707,46.765,2,0,1,repair,repair,1.00000,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00006,0.05851,0.72000,0.13000,0.00000,10,7,24,14,417,359,9,444,4.42461,-0.52002,0.08784,1,4.42461,-0.32723,0.41350,1,0.00000,4.51667,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2721,47.018,2,0,1,repair,repair,1.00000,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00001,0.05850,0.72000,0.13000,0.00000,10,7,24,14,418,359,9,444,4.42461,-0.45030,-0.27471,1,4.42461,-0.51835,0.09778,1,0.00000,4.75000,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2734,47.273,2,0,1,repair,repair,1.00000,4.34461,-4.34461,0.00000,0.00000,4.34461,0.00000,0.00000,0.00000,0.05850,0.72000,0.13000,0.00000,10,6,24,14,420,361,9,445,4.42461,-0.18572,-0.49376,1,4.42461,-0.46913,-0.24155,1,0.00000,4.96667,0,1
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2747,47.523,2,0,1,repair,repair,1.00000,4.35224,-4.35224,0.00000,0.00000,4.35224,0.00000,0.00000,0.14806,0.07320,0.72000,0.13000,0.00000,10,8,24,14,420,364,9,450,4.42672,0.15708,-0.50374,1,4.42672,-0.22261,-0.47859,1,0.00000,5.18333,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2761,47.780,2,0,1,repair,repair,1.00000,4.42412,-4.42412,0.00000,0.00000,4.42412,0.00000,0.00000,0.41981,0.10019,0.72000,0.13000,0.00000,10,9,24,14,424,364,9,451,4.47073,0.44776,-0.27956,1,4.47073,0.14315,-0.50811,1,0.00000,5.41667,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2777,48.034,2,0,1,repair,repair,1.00000,4.56077,-4.56077,0.00000,0.00000,4.56077,0.00000,0.00000,0.57630,0.11573,0.72000,0.13000,0.00000,10,7,24,14,424,366,9,451,4.58498,0.51139,0.13147,1,4.58498,0.46699,-0.24619,1,0.00000,5.45000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2794,48.286,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.19640,0.07800,0.72000,0.13000,0.00000,10,11,24,14,424,367,9,456,4.70386,0.23443,0.47320,1,4.70386,0.49063,0.19465,1,0.00000,5.47083,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2812,48.544,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.01967,0.06045,0.72000,0.13000,0.00000,10,9,24,14,425,369,9,456,4.71980,-0.22982,0.47545,1,4.71980,0.14655,0.50723,1,0.00000,5.77083,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2827,48.796,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.00289,0.05879,0.72000,0.13000,0.00000,10,11,24,14,426,372,9,462,4.72096,-0.49373,0.18749,1,4.72096,-0.24254,0.46908,1,0.00000,6.02083,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2845,49.057,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.00029,0.05853,0.72000,0.13000,0.00000,10,10,24,14,429,373,9,462,4.72110,-0.45153,-0.27407,1,4.72110,-0.51919,0.09662,1,0.00000,6.32083,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2865,49.318,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.00002,0.05850,0.72000,0.13000,0.00000,10,11,24,14,429,376,9,467,4.72111,-0.01038,-0.52836,1,4.72111,-0.35806,-0.38824,1,0.00000,6.65417,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2883,49.579,2,0,1,repair,repair,1.00000,4.64111,-4.64111,0.00000,0.00000,4.64111,0.00000,0.00000,0.00000,0.05850,0.72000,0.13000,0.00000,10,11,24,14,429,376,9,467,4.72111,0.40861,-0.33513,1,4.72111,0.08657,-0.52094,1,0.00000,6.95417,1,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2897,49.829,2,0,1,repair,repair,1.00000,4.64425,-4.64425,0.00000,0.00000,4.64425,0.00000,0.00000,0.09289,0.06772,0.72000,0.13000,0.00000,10,13,24,14,432,379,9,472,4.72177,0.52833,0.00892,1,4.72177,0.40448,-0.33952,1,0.00000,7.18750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2911,50.093,2,0,1,repair,repair,1.00000,4.70686,-4.70686,0.00000,0.00000,4.70686,0.00000,0.00000,0.39085,0.09731,0.72000,0.13000,0.00000,10,9,24,14,437,383,9,472,4.75724,0.39729,0.34848,1,4.75724,0.52807,0.00485,1,0.00000,7.42083,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2924,50.345,2,0,1,repair,repair,1.00000,4.81043,-4.81043,0.00000,0.00000,4.81043,0.00000,0.00000,0.53910,0.11204,0.72000,0.13000,0.00000,10,9,24,14,437,383,9,472,4.84021,0.10413,0.51813,1,4.84021,0.41495,0.32655,1,0.00000,7.55000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2937,50.605,2,0,1,repair,repair,1.00000,4.93761,-4.93761,0.00000,0.00000,4.93761,0.00000,0.00000,0.62058,0.12013,0.72000,0.13000,0.00000,10,11,24,14,437,387,9,478,4.95506,-0.23218,0.47469,1,4.95506,0.12848,0.51212,1,0.00000,7.38750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2951,50.857,2,0,1,repair,repair,1.00000,5.08890,-5.08890,0.00000,0.00000,5.08890,0.00000,0.00000,0.66782,0.12482,0.72000,0.13000,0.00000,10,11,24,14,439,387,9,478,5.09904,-0.48412,0.21184,1,5.09904,-0.23598,0.47227,1,0.00000,7.21250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2965,51.111,2,0,1,repair,repair,1.00000,5.24813,-5.24813,0.00000,0.00000,5.24813,0.00000,0.00000,0.69261,0.12728,0.72000,0.13000,0.00000,10,11,24,14,440,387,9,478,5.25441,-0.50627,-0.15148,1,5.25441,-0.48680,0.20414,1,0.00000,7.03750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2979,51.369,2,0,1,repair,repair,1.00000,5.41153,-5.41153,0.00000,0.00000,5.41153,0.00000,0.00000,0.70562,0.12857,0.72000,0.13000,0.00000,10,11,24,14,440,391,9,483,5.41577,-0.28891,-0.44264,1,5.41577,-0.50207,-0.16286,1,0.00000,6.86250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,2993,51.631,2,0,1,repair,repair,1.00000,5.57711,-5.57711,0.00000,0.00000,5.57711,0.00000,0.00000,0.71245,0.12925,0.72000,0.13000,0.00000,10,9,24,14,443,393,9,483,5.58029,0.06493,-0.52458,1,5.58029,-0.27387,-0.45114,1,0.00000,6.68750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3007,51.885,2,0,1,repair,repair,1.00000,5.74385,-5.74385,0.00000,0.00000,5.74385,0.00000,0.00000,0.71604,0.12961,0.72000,0.13000,0.00000,10,8,24,14,443,394,9,483,5.74646,0.38840,-0.35846,1,5.74646,0.08724,-0.52050,1,0.00000,6.51250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3021,52.137,2,0,1,repair,repair,1.00000,5.91118,-5.91118,0.00000,0.00000,5.91118,0.00000,0.00000,0.71792,0.12979,0.72000,0.13000,0.00000,10,10,24,14,443,397,9,488,5.91350,0.52802,-0.02270,1,5.91350,0.40560,-0.33787,1,0.00000,6.33750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3035,52.403,2,0,1,repair,repair,1.00000,6.07883,-6.07883,0.00000,0.00000,6.07883,0.00000,0.00000,0.71891,0.12989,0.72000,0.13000,0.00000,10,10,24,14,450,397,9,488,6.08100,0.41723,0.32426,1,6.08100,0.52799,0.00726,1,0.00000,6.16250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3049,52.664,2,0,1,repair,repair,1.00000,6.24665,-6.24665,0.00000,0.00000,6.24665,0.00000,0.00000,0.71943,0.12994,0.72000,0.13000,0.00000,10,7,24,14,450,400,9,488,6.24874,0.10904,0.51717,1,6.24874,0.39668,0.34862,1,0.00000,5.98750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3064,52.928,2,0,1,repair,repair,1.00000,6.42655,-6.42655,0.00000,0.00000,6.42655,0.00000,0.00000,0.71971,0.12997,0.72000,0.13000,0.00000,10,12,24,14,450,401,9,494,6.42859,-0.27329,0.45249,1,6.42859,0.04824,0.52589,1,0.00000,5.80000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3080,53.190,2,0,1,repair,repair,1.00000,6.61849,-6.61849,0.00000,0.00000,6.61849,0.00000,0.00000,0.71986,0.12999,0.72000,0.13000,0.00000,10,11,24,14,452,402,9,494,6.62051,-0.51519,0.11796,1,6.62051,-0.34614,0.39911,1,0.00000,5.60000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3096,53.446,2,0,1,repair,repair,1.00000,6.81047,-6.81047,0.00000,0.00000,6.81047,0.00000,0.00000,0.71993,0.12999,0.72000,0.13000,0.00000,10,11,24,14,456,408,9,500,6.81248,-0.44314,-0.28819,1,6.81248,-0.52765,0.02726,1,0.00000,5.40000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3113,53.699,2,0,1,repair,repair,1.00000,7.01446,-7.01446,0.00000,0.00000,7.01446,0.00000,0.00000,0.71997,0.13000,0.72000,0.13000,0.00000,10,9,24,14,458,410,9,500,7.01646,-0.07511,-0.52322,1,7.01646,-0.36602,-0.38087,1,0.00000,5.18750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3129,53.961,2,0,1,repair,repair,1.00000,7.20645,-7.20645,0.00000,0.00000,7.20645,0.00000,0.00000,0.71999,0.13000,0.72000,0.13000,0.00000,10,8,24,14,458,412,9,501,7.20845,0.32373,-0.41788,1,7.20845,0.02171,-0.52781,1,0.00000,4.98750,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3146,54.222,2,0,1,repair,repair,1.00000,7.41045,-7.41045,0.00000,0.00000,7.41045,0.00000,0.00000,0.71999,0.13000,0.72000,0.13000,0.00000,10,9,24,14,460,416,9,506,7.41245,0.52769,-0.03208,1,7.41245,0.41338,-0.32878,1,0.00000,4.77500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3163,54.474,2,0,1,repair,repair,1.00000,7.61445,-7.61445,0.00000,0.00000,7.61445,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,9,24,14,461,416,9,507,7.61645,0.37271,0.37508,1,7.61645,0.51900,0.09783,1,0.00000,4.56250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3180,54.734,2,0,1,repair,repair,1.00000,7.81844,-7.81844,0.00000,0.00000,7.81844,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,10,24,14,464,419,9,512,7.82045,-0.03478,0.52770,1,7.82045,0.26513,0.45679,1,0.00000,4.35000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3194,54.985,2,0,1,repair,repair,1.00000,7.98644,-7.98644,0.00000,0.00000,7.98644,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,9,24,14,464,420,9,512,7.98844,-0.36587,0.38190,1,7.98844,-0.09407,0.51987,1,0.00000,4.17500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3208,55.247,2,0,1,repair,repair,1.00000,8.15444,-8.15444,0.00000,0.00000,8.15444,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,11,24,14,464,422,9,517,8.15644,-0.52576,0.05767,1,8.15644,-0.40822,0.33549,1,0.00000,4.00000,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3222,55.501,2,0,1,repair,repair,1.00000,8.32244,-8.32244,0.00000,0.00000,8.32244,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,10,24,14,464,424,9,518,8.32444,-0.43985,-0.29368,1,8.32444,-0.52846,-0.00769,1,0.00000,3.82500,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3235,55.761,2,0,1,repair,repair,1.00000,8.47844,-8.47844,0.00000,0.00000,8.47844,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,10,24,14,466,424,9,518,8.48044,-0.17384,-0.49959,1,8.48044,-0.41566,-0.32655,1,0.00000,3.66250,0,0
20260527-233239-sentence-script-a-coiled-chromosome-fibe-a410db,3250,56.014,2,0,1,repair,repair,1.00000,8.65844,-8.65844,0.00000,0.00000,8.65844,0.00000,0.00000,0.72000,0.13000,0.72000,0.13000,0.00000,10,10,24,14,468,428,9,523,8.66044,0.21158,-0.48483,1,8.66044,-0.08001,-0.52236,1,0.00000,3.47500,0,0
