run_id,frame,elapsed_seconds,round,paused,ai_enabled,ai_mode,simulation_mode_note,unfold_progress,fork_distance,left_fork_x,left_fork_y,left_fork_z,right_fork_x,right_fork_y,right_fork_z,replication_speed,unfold_speed,target_replication_speed,target_unfold_speed,chaos_level,attached_enzyme_count,active_particle_count,attachment_count,detachment_count,collision_count,transfer_count,mark_count,spill_count,enzyme0_x,enzyme0_y,enzyme0_z,enzyme0_attached,enzyme1_x,enzyme1_y,enzyme1_z,enzyme1_attached,completion_hold,ai_stagnation_seconds
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,727,13.528,1,0,1,chaotic,chaotic,0.99768,6.41853,-6.41853,0.00000,0.00000,6.41853,0.00000,0.00000,1.17868,0.13873,0.97216,0.17442,1.00000,8,40,10,2,52,20,0,62,-6.40938,1.34059,2.10456,0,2.22228,1.06873,2.55624,0,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,744,13.780,1,0,1,chaotic,chaotic,1.00000,6.72269,-6.72269,0.00000,0.00000,6.72269,0.00000,0.00000,0.97068,0.16852,0.68514,0.20390,1.00000,9,43,11,2,62,28,0,74,-6.32024,2.00310,3.14506,0,-5.48025,0.54764,0.68933,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,763,14.038,1,0,1,chaotic,chaotic,1.00000,6.98908,-6.98908,0.00000,0.00000,6.98908,0.00000,0.00000,0.73459,0.19197,0.51341,0.20776,1.00000,10,50,12,2,82,37,0,92,1.42015,0.84160,1.32960,1,-7.00844,-0.33505,0.39965,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,782,14.304,1,0,1,chaotic,chaotic,1.00000,7.19656,-7.19656,0.00000,0.00000,7.19656,0.00000,0.00000,0.60703,0.19339,0.54951,0.18154,1.00000,10,45,12,2,102,46,0,97,6.82633,0.33887,-0.13194,1,-7.10298,-0.44006,-0.23107,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,797,14.570,1,0,1,chaotic,chaotic,1.00000,7.34977,-7.34977,0.00000,0.00000,7.34977,0.00000,0.00000,0.64050,0.17583,0.78387,0.14144,1.00000,10,49,12,2,119,56,0,112,7.44163,0.34181,0.32827,1,-7.29920,0.25841,-0.37079,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,811,14.831,1,0,1,chaotic,chaotic,1.00000,7.51646,-7.51646,0.00000,0.00000,7.51646,0.00000,0.00000,0.79463,0.15089,1.09489,0.11357,1.00000,9,49,12,3,129,66,0,122,7.48005,-0.05506,0.39789,1,-7.63067,0.55680,0.01815,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,825,15.097,1,0,1,chaotic,chaotic,1.00000,7.72856,-7.72856,0.00000,0.00000,7.72856,0.00000,0.00000,1.01051,0.13223,1.33888,0.11480,1.00000,9,48,12,3,136,70,0,127,7.60926,-0.40503,-0.07613,1,-7.71110,0.02138,0.40150,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,838,15.363,1,0,1,chaotic,chaotic,1.00000,7.96868,-7.96868,0.00000,0.00000,7.96868,0.00000,0.00000,1.18042,0.13152,1.39172,0.14508,1.00000,10,52,13,3,138,76,0,138,8.01156,-0.24124,-0.40761,1,-7.81998,-0.50959,0.26261,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,851,15.616,1,0,1,chaotic,chaotic,1.00000,8.23396,-8.23396,0.00000,0.00000,8.23396,0.00000,0.00000,1.24167,0.14778,1.23819,0.18317,1.00000,10,53,13,3,154,84,0,148,8.24022,0.28443,-0.21773,1,-8.23605,-0.31926,-0.23160,1,0.00000,0.00000
20260528-095820-sentence-script-a-coiled-chromosome-fibe-f16115,864,15.871,1,0,1,chaotic,chaotic,1.00000,8.49664,-8.49664,0.00000,0.00000,8.49664,0.00000,0.00000,1.16718,0.17109,0.95298,0.20779,1.00000,10,56,13,3,164,90,0,160,8.33648,0.47710,0.23395,1,-8.53512,0.27627,-0.44550,1,0.00000,0.00000
