run_id,frame,elapsed_seconds,sim_time,phase_progress,stage,ai_enabled,ai_mode,paused,loop_count,reset_count,last_reset_reason,selected_chromosome,selected_x,selected_y,selected_z,selected_vx,selected_vy,selected_vz,left_pole_x,left_pole_y,left_pole_z,right_pole_x,right_pole_y,right_pole_z,left_daughter_membrane_x,right_daughter_membrane_x,cleavage_band_radius,alignment_error,average_chromatid_separation,attached_spindle_ends,particle_bounce_count,mark_count,stagnation_seconds,completion_timer,membrane_opacity,nucleus_opacity
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,846,14.0266,14.0276,0.33385,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.17146,-0.56383,-0.05581,0.20444,0.16429,0.36445,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.57276,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00086
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,852,14.1274,14.1283,0.33596,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.18925,-0.59493,-0.05748,0.07581,-0.41056,0.22655,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.56621,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00038
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,858,14.2285,14.2295,0.33808,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.17592,-0.61347,-0.05315,-0.24714,-0.53853,-0.26718,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.55599,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00009
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,864,14.3297,14.3306,0.34020,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.17084,-0.63721,-0.05112,-0.23905,-0.87245,0.20399,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.54628,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,870,14.4306,14.4316,0.34232,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.16762,-0.66752,-0.02486,-0.14338,-0.23516,0.57573,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.53618,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,876,14.5318,14.5327,0.34444,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.16886,-0.69952,-0.01317,-0.33823,-0.31847,0.54794,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.52626,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,882,14.6334,14.6343,0.34657,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.13720,-0.73081,0.00378,0.04332,-0.55101,-0.00439,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.51191,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,888,14.7351,14.7360,0.34870,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,4,0.13041,-0.75593,-0.01546,-0.28696,-0.71633,-0.33387,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.50061,0.32000,16,3,9,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,894,14.8367,14.8377,0.35083,Metaphase: chromosomes align at equator,1,curious,0,0,0,initial,5,0.22115,-0.40686,-0.00972,-0.18084,-0.02635,0.06453,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.48722,0.32000,16,3,10,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,900,14.9385,14.9395,0.35272,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.20289,-0.39950,-0.03672,-0.00912,-0.07156,-0.18651,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.47158,0.32000,16,3,10,0.00000,0.00000,0.17512,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,906,15.0393,15.0403,0.35435,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.20172,-0.40644,-0.05522,-0.01325,-0.06690,-0.18122,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.45686,0.32000,16,3,10,0.00000,0.00000,0.17566,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,912,15.1403,15.1412,0.35598,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.20016,-0.41295,-0.07321,-0.01691,-0.06278,-0.17612,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.44224,0.32000,16,3,10,0.00000,0.00000,0.17595,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,918,15.2408,15.2418,0.35761,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.19826,-0.41905,-0.09064,-0.02028,-0.05921,-0.17135,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.42779,0.32000,16,3,10,0.00000,0.00000,0.17598,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,924,15.3414,15.3424,0.35924,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.19604,-0.42482,-0.10760,-0.02347,-0.05612,-0.16690,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.41344,0.32000,16,3,10,0.00000,0.00000,0.17573,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,930,15.4419,15.4429,0.36087,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.19350,-0.43030,-0.12414,-0.02655,-0.05351,-0.16283,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.39922,0.32000,16,3,10,0.00000,0.00000,0.17524,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,936,15.5424,15.5433,0.36249,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.19065,-0.43555,-0.14028,-0.02957,-0.05133,-0.15915,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.38510,0.32000,16,3,10,0.00000,0.00000,0.17455,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,942,15.6429,15.6438,0.36412,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.18750,-0.44060,-0.15608,-0.03257,-0.04955,-0.15588,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.37110,0.32000,16,3,10,0.00000,0.00000,0.17372,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,948,15.7432,15.7441,0.36575,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.18406,-0.44548,-0.17154,-0.03555,-0.04815,-0.15300,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.35722,0.32000,16,3,10,0.00000,0.00000,0.17283,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,954,15.8437,15.8447,0.36737,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.18031,-0.45026,-0.18678,-0.03852,-0.04709,-0.15050,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.34343,0.32000,16,3,10,0.00000,0.00000,0.17194,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,960,15.9442,15.9451,0.36900,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.17627,-0.45494,-0.20177,-0.04148,-0.04634,-0.14839,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.32975,0.32000,16,3,10,0.00000,0.00000,0.17116,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,966,16.0448,16.0458,0.37063,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.17192,-0.45958,-0.21659,-0.04440,-0.04588,-0.14661,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.31617,0.32000,16,3,10,0.00000,0.00000,0.17054,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,972,16.1454,16.1463,0.37226,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.16729,-0.46417,-0.23125,-0.04726,-0.04566,-0.14515,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.30272,0.32000,16,3,10,0.00000,0.00000,0.17014,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,978,16.2463,16.2473,0.37389,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.16235,-0.46878,-0.24583,-0.05005,-0.04567,-0.14398,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.28934,0.32000,16,3,10,0.00000,0.00000,0.17000,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,984,16.3542,16.3552,0.37564,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.15679,-0.47371,-0.26128,-0.05251,-0.04563,-0.14235,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.27521,0.32000,16,3,10,0.00000,0.00000,0.17014,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,990,16.4610,16.4619,0.37737,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.15098,-0.47863,-0.27649,-0.05557,-0.04629,-0.14234,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.26137,0.32000,16,3,10,0.00000,0.00000,0.17059,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,996,16.5631,16.5641,0.37902,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,5,0.14516,-0.48339,-0.29100,-0.05794,-0.04680,-0.14186,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.24826,0.32000,16,3,10,0.00000,0.00000,0.17125,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1002,16.6652,16.6661,0.38067,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.07585,-0.32413,-1.10390,-0.05404,0.17603,-0.23349,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.23531,0.32000,16,3,11,0.00000,0.00000,0.17206,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1008,16.7668,16.7678,0.38232,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.07047,-0.30644,-1.12755,-0.05211,0.17259,-0.23210,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.22257,0.32000,16,3,11,0.00000,0.00000,0.17296,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1014,16.8683,16.8693,0.38396,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.06530,-0.28911,-1.15102,-0.05006,0.16933,-0.23044,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.21000,0.32000,16,3,11,0.00000,0.00000,0.17386,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1020,16.9700,16.9709,0.38561,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.06034,-0.27208,-1.17433,-0.04793,0.16623,-0.22852,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.19758,0.32000,16,3,11,0.00000,0.00000,0.17469,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1026,17.0709,17.0719,0.38724,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.05562,-0.25547,-1.19728,-0.04579,0.16338,-0.22645,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.18541,0.32000,16,3,11,0.00000,0.00000,0.17535,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1032,17.1713,17.1722,0.38887,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.05115,-0.23924,-1.21987,-0.04365,0.16064,-0.22410,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.17347,0.32000,16,3,11,0.00000,0.00000,0.17580,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1038,17.2718,17.2728,0.39049,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.04689,-0.22325,-1.24224,-0.04153,0.15803,-0.22149,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.16169,0.32000,16,3,11,0.00000,0.00000,0.17599,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1044,17.3726,17.3736,0.39213,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.04282,-0.20746,-1.26441,-0.03946,0.15553,-0.21866,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.15006,0.32000,16,3,11,0.00000,0.00000,0.17592,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1050,17.4735,17.4745,0.39376,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.03896,-0.19191,-1.28629,-0.03747,0.15314,-0.21563,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.13859,0.32000,16,3,11,0.00000,0.00000,0.17558,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1056,17.5747,17.5757,0.39540,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.03528,-0.17655,-1.30792,-0.03556,0.15082,-0.21238,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.12728,0.32000,16,3,11,0.00000,0.00000,0.17500,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1062,17.6762,17.6772,0.39704,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.03178,-0.16137,-1.32928,-0.03378,0.14858,-0.20896,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.11611,0.32000,16,3,11,0.00000,0.00000,0.17424,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1068,17.7778,17.7787,0.39869,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.02845,-0.14641,-1.35029,-0.03212,0.14640,-0.20538,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.10514,0.32000,16,3,11,0.00000,0.00000,0.17336,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1074,17.8794,17.8804,0.40033,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.02527,-0.13166,-1.37095,-0.03059,0.14423,-0.20162,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.09435,0.32000,16,3,11,0.00000,0.00000,0.17245,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1080,17.9811,17.9821,0.40198,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.02225,-0.11712,-1.39122,-0.02922,0.14211,-0.19776,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.08375,0.32000,16,3,11,0.00000,0.00000,0.17159,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1086,18.0819,18.0828,0.40361,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.01938,-0.10292,-1.41092,-0.02801,0.14006,-0.19391,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.07344,0.32000,16,3,11,0.00000,0.00000,0.17087,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1092,18.1819,18.1828,0.40523,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.01664,-0.08904,-1.43008,-0.02693,0.13794,-0.18987,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.06340,0.32000,16,3,11,0.00000,0.00000,0.17034,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1098,18.2822,18.2832,0.40685,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.01399,-0.07533,-1.44889,-0.02597,0.13576,-0.18572,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.05352,0.32000,16,3,11,0.00000,0.00000,0.17005,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1104,18.3828,18.3838,0.40848,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.01143,-0.06180,-1.46733,-0.02514,0.13350,-0.18147,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.04381,0.32000,16,3,11,0.00000,0.00000,0.17002,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1110,18.4836,18.4845,0.41011,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00894,-0.04848,-1.48535,-0.02441,0.13120,-0.17716,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.03431,0.32000,16,3,11,0.00000,0.00000,0.17027,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1116,18.5845,18.5855,0.41175,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00652,-0.03538,-1.50297,-0.02379,0.12881,-0.17279,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.02499,0.32000,16,3,11,0.00000,0.00000,0.17076,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1122,18.6854,18.6863,0.41338,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00415,-0.02253,-1.52015,-0.02325,0.12632,-0.16836,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.01588,0.32000,16,3,11,0.00000,0.00000,0.17146,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1128,18.7866,18.7875,0.41502,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00182,-0.00990,-1.53692,-0.02277,0.12370,-0.16384,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00697,0.32000,16,3,11,0.00000,0.00000,0.17230,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1134,18.8881,18.8891,0.41666,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00000,-0.00000,-1.55000,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,11,0.00000,0.00000,0.17320,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1140,18.9896,18.9905,0.41831,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,6,0.00000,-0.00000,-1.55000,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,11,0.00000,0.00000,0.17409,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1146,19.0904,19.0914,0.41994,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17488,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1152,19.1917,19.1927,0.42158,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17549,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1158,19.2984,19.2994,0.42331,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17589,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1164,19.4007,19.4016,0.42496,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17600,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1170,19.5029,19.5038,0.42662,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17583,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1176,19.6047,19.6057,0.42827,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17539,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1182,19.7064,19.7074,0.42991,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17474,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1188,19.8088,19.8097,0.43157,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17392,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1194,19.9106,19.9116,0.43322,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17302,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1200,20.0124,20.0134,0.43487,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17212,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1206,20.1134,20.1143,0.43650,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17130,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1212,20.2139,20.2149,0.43813,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17064,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1218,20.3146,20.3156,0.43976,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17020,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1224,20.4156,20.4166,0.44139,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17001,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1230,20.5169,20.5179,0.44303,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17009,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1236,20.6183,20.6193,0.44468,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17044,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1242,20.7196,20.7206,0.44632,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17102,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1248,20.8211,20.8221,0.44796,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17179,0.00000
20260527-224411-sentence-script-a-single-cell-sphere-wit-a6b927,1254,20.9225,20.9235,0.44960,Metaphase: chromosomes align at equator,1,careful,0,0,0,initial,7,0.00000,0.60104,-0.60104,0.00000,0.00000,0.00000,-3.55000,0.00000,0.00000,3.55000,0.00000,0.00000,-0.00000,0.00000,3.00000,0.00000,0.32000,16,3,12,0.00000,0.00000,0.17266,0.00000
