run_id,wall_time_s,sim_time_s,frame,dt,round_index,paused,ai_enabled,ai_mode,ai_mode_time,ai_stagnation_time,ai_completion_countdown_s,external_free,released,captured,near_membrane,particle_count,mean_particle_speed,active_pits,captured_per_pit,vesicle_count,drifting_vesicles,moving_vesicles,endocytosis_vesicles,internal_vesicles,active_events,motion_score,swirl_strength,diffusion_boost,selected_vesicle_index,selected_x,selected_y,selected_z,selected_state,selected_origin,first_particle_x,first_particle_y,first_particle_z,cell_radius,world_radius
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,46.621,46.6174,2801,0.01756,1,0,1,ARTIST,14.6869,0.0,,79,92,0,9,171,0.248284,1,0.0,78,77,1,75,3,0,1.118247,0.45,0.0,0,-0.89205,-0.43087,2.40673,drift,internal,-6.12926,-2.78704,0.693,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,46.8349,46.8314,2813,0.01768,1,0,1,ARTIST,14.9009,0.0,,79,92,0,9,171,0.249167,1,0.0,78,77,1,75,3,0,1.132773,0.45,0.0,0,-0.84204,-0.44463,2.43249,drift,internal,-6.09544,-2.72188,0.74314,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,47.0464,47.0428,2825,0.01673,1,0,1,ARTIST,15.1122,0.0,,79,92,0,9,171,0.246326,1,0.0,77,77,0,74,3,6,1.041657,0.45,0.0,0,-0.79225,-0.45512,2.45478,drift,internal,-6.05983,-2.65935,0.78443,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,47.2536,47.2487,2837,0.01905,1,0,1,ARTIST,15.3182,0.0,,79,92,0,9,171,0.251774,1,0.0,77,77,0,74,3,6,1.200304,0.45,0.0,0,-0.74622,-0.47205,2.47821,drift,internal,-6.02022,-2.61787,0.81698,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,47.4598,47.4563,2849,0.01776,1,0,1,ARTIST,15.5258,0.0,,79,92,0,9,171,0.251352,1,0.0,77,77,0,74,3,6,1.120435,0.45,0.0,0,-0.70291,-0.49542,2.49251,drift,internal,-5.98417,-2.56448,0.85211,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,47.6689,47.6655,2861,0.01719,1,0,1,ARTIST,15.735,0.0,,79,92,0,10,171,0.250471,1,0.0,77,77,0,74,3,6,1.087286,0.45,0.0,0,-0.66463,-0.52468,2.50017,drift,internal,-5.96437,-2.52548,0.89992,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,47.8797,47.876,2873,0.01732,1,0,1,ARTIST,15.9455,0.0,,79,92,0,10,171,0.244544,1,0.0,77,77,0,74,3,6,1.080113,0.45,0.0,0,-0.62912,-0.55974,2.5149,drift,internal,-5.94951,-2.49452,0.93908,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,48.0925,48.0871,2885,0.01663,1,0,1,ARTIST,16.1566,0.0,,79,92,0,11,171,0.252413,1,0.0,84,84,0,81,3,11,1.067092,0.45,0.0,0,-0.5866,-0.59618,2.53095,drift,internal,-5.91631,-2.45142,0.94801,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,48.2939,48.2902,2897,0.01694,1,0,1,SECRETE,0.1365,0.0,,79,92,0,11,171,0.248103,1,0.0,84,84,0,81,3,7,1.083063,0.413473,0.0,0,-0.54991,-0.62112,2.54924,drift,internal,-5.87512,-2.3954,0.95497,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,48.501,48.496,2909,0.01706,1,0,1,SECRETE,0.3423,0.0,,79,92,0,11,171,0.255377,1,0.0,84,84,0,81,3,7,1.104925,0.369043,0.0,0,-0.51379,-0.65206,2.56565,drift,internal,-5.83007,-2.35255,0.96591,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,48.704,48.699,2921,0.01723,1,0,1,SECRETE,0.5453,0.0,,79,92,0,10,171,0.247589,1,0.0,84,84,0,81,3,3,1.087844,0.329874,0.0,0,-0.47952,-0.68148,2.57857,drift,internal,-5.76732,-2.30887,0.98698,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,48.9053,48.902,2933,0.01673,1,0,1,SECRETE,0.7483,0.0,,79,92,0,10,171,0.242731,1,0.0,84,84,0,81,3,0,1.038911,0.294871,0.0,0,-0.44443,-0.72093,2.59058,drift,internal,-5.68985,-2.26883,1.00818,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,49.1158,49.1124,2945,0.01669,1,0,1,SECRETE,0.9587,0.0,,79,92,0,10,171,0.241721,1,0.0,84,84,0,81,3,0,1.025961,0.262502,0.0,0,-0.39992,-0.75753,2.56219,drift,internal,-5.59154,-2.23155,1.01698,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,49.3233,49.3198,2957,0.01736,1,0,1,SECRETE,1.1661,0.0,,79,92,0,10,171,0.237196,1,0.0,84,84,0,81,3,0,1.044345,0.234073,0.0,0,-0.35827,-0.79588,2.54091,drift,internal,-5.48961,-2.19993,1.0007,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,49.5359,49.5312,2969,0.0178,1,0,1,SECRETE,1.3775,0.0,,79,92,0,10,171,0.239674,1,0.0,84,84,0,81,3,0,1.071769,0.208262,0.0,0,-0.32088,-0.83084,2.52282,drift,internal,-5.3975,-2.1819,0.97702,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,49.7425,49.7248,2980,0.01754,1,0,1,SECRETE,1.5711,0.0,,79,92,0,10,171,0.235824,1,0.0,84,83,1,81,3,0,1.035551,0.187128,0.0,0,-0.2855,-0.86359,2.504,drift,internal,-5.31675,-2.16435,0.96063,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,49.9451,49.9416,2992,0.01781,1,0,1,SECRETE,1.7879,0.0,,79,92,0,10,171,0.242302,1,0.0,84,83,1,81,3,0,1.065552,0.165999,0.0,0,-0.24596,-0.89316,2.48098,drift,internal,-5.2252,-2.13062,0.93501,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,50.1462,50.1428,3003,0.01667,1,0,1,SECRETE,1.9891,0.0,,79,92,0,10,171,0.237311,1,0.0,83,83,0,80,3,1,0.960988,0.148521,0.0,0,-0.21236,-0.9214,2.46015,drift,internal,-5.147,-2.12408,0.91849,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,50.3558,50.3511,3015,0.01762,1,0,1,SECRETE,2.1974,0.0,,79,92,0,10,171,0.232872,1,0.0,83,83,0,80,3,1,0.994485,0.132374,0.0,0,-0.18115,-0.9498,2.43386,drift,internal,-5.09008,-2.12216,0.9088,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,50.5575,50.5517,3026,0.02477,1,0,1,SECRETE,2.398,0.0,,79,92,0,10,171,0.23103,1,0.0,83,83,0,80,3,1,1.382707,0.11848,0.0,0,-0.14771,-0.97751,2.41271,drift,internal,-5.0447,-2.12439,0.89183,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,50.7641,50.7606,3038,0.01727,1,0,1,SECRETE,2.6069,0.0,,79,92,0,9,171,0.229575,1,0.0,83,83,0,80,3,1,0.947174,0.10556,0.0,0,-0.10896,-1.00272,2.39621,drift,internal,-5.00082,-2.13358,0.8641,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,50.9768,50.9732,3050,0.01753,1,0,1,SECRETE,2.8195,0.0,,79,92,0,9,171,0.239584,1,0.0,83,82,1,80,3,1,0.97598,0.093859,0.0,0,-0.0691,-1.02381,2.38135,drift,internal,-4.96161,-2.14723,0.8271,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,51.1908,51.1873,3062,0.01874,1,0,1,SECRETE,3.0336,0.0,,79,92,0,9,171,0.233177,1,0.0,83,82,1,80,3,0,1.013407,0.083381,0.0,0,-0.0365,-1.03486,2.37957,drift,internal,-4.94621,-2.164,0.76839,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,51.3952,51.3911,3074,0.01745,1,0,1,SECRETE,3.2374,0.0,,79,92,0,9,171,0.238106,1,0.0,82,82,0,79,3,7,0.946698,0.074503,0.0,0,-0.00426,-1.04419,2.37815,drift,internal,-4.95305,-2.17871,0.71554,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,51.6017,51.5835,3085,0.01748,1,0,1,SECRETE,3.4298,0.0,,79,92,0,9,171,0.236966,1,0.0,82,82,0,79,3,8,0.934422,0.066986,0.0,0,0.02289,-1.05133,2.3689,drift,internal,-4.96013,-2.18898,0.66164,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,51.806,51.8009,3097,0.01769,1,0,1,SECRETE,3.6472,0.0,,79,92,0,10,171,0.23655,1,0.0,82,82,0,79,3,8,0.935911,0.0594,0.0,0,0.05252,-1.05726,2.36455,drift,internal,-4.96771,-2.20973,0.58206,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,52.022,52.0183,3109,0.01748,1,0,1,SECRETE,3.8646,0.0,,79,92,0,10,171,0.231252,1,0.0,82,82,0,79,3,8,0.903536,0.052675,0.0,0,0.07441,-1.05969,2.35998,drift,internal,-4.98289,-2.22054,0.51126,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,52.2358,52.2321,3121,0.01786,1,0,1,SECRETE,4.0784,0.0,,79,92,0,10,171,0.230818,1,0.0,82,81,1,79,3,8,0.91972,0.046804,0.0,0,0.09011,-1.06084,2.35462,drift,internal,-4.99581,-2.21046,0.44747,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,52.4419,52.4379,3133,0.01727,1,0,1,SECRETE,4.2842,0.0,,79,92,0,10,171,0.23272,1,0.0,82,81,1,79,3,6,0.895398,0.041773,0.0,0,0.10005,-1.0583,2.3557,drift,internal,-5.00458,-2.20855,0.39599,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,52.6495,52.6448,3145,0.0174,1,0,1,SECRETE,4.4911,0.0,,79,92,0,11,171,0.236873,1,0.0,82,81,1,79,3,0,0.915159,0.037259,0.0,0,0.10844,-1.06248,2.35933,drift,internal,-5.01227,-2.20076,0.3353,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,52.863,52.8592,3157,0.0176,1,0,1,SECRETE,4.7055,0.0,,79,92,0,11,171,0.232669,1,0.0,81,81,0,78,3,7,0.899284,0.033096,0.0,0,0.1228,-1.05981,2.37077,drift,internal,-5.01353,-2.1932,0.27671,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,53.0774,53.0736,3169,0.01793,1,0,1,SECRETE,4.9199,0.0,,79,92,0,11,171,0.224741,1,0.0,81,81,0,78,3,7,0.884545,0.029397,0.0,0,0.14367,-1.05036,2.37873,drift,internal,-5.00656,-2.19547,0.23629,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,53.2948,53.2913,3181,0.01787,1,0,1,SECRETE,5.1376,0.0,,79,92,0,11,171,0.231496,1,0.0,81,81,0,78,3,7,0.895065,0.026065,0.0,0,0.17428,-1.0414,2.38867,drift,internal,-5.00747,-2.19512,0.19951,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,53.5029,53.4989,3193,0.01758,1,0,1,SECRETE,5.3452,0.0,,79,92,0,11,171,0.228616,0,0.0,83,83,0,80,3,9,0.867734,0.023239,0.0,0,0.20759,-1.03924,2.39583,drift,internal,-5.02102,-2.18797,0.16119,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,53.711,53.6919,3204,0.01749,1,0,1,SECRETE,5.5382,0.0,,79,92,0,10,171,0.22657,0,0.0,89,88,1,86,3,15,0.866583,0.020888,0.0,0,0.23711,-1.0382,2.39815,drift,internal,-5.0319,-2.16831,0.12634,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,53.9118,53.9078,3216,0.01776,1,0,1,SECRETE,5.7541,0.0,,79,92,0,10,171,0.229822,0,0.0,89,88,1,86,3,10,0.891598,0.018538,0.0,0,0.27378,-1.03338,2.39549,drift,internal,-5.04566,-2.14617,0.1107,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,54.1162,54.1111,3227,0.01805,1,0,1,SECRETE,5.9574,0.0,,79,92,0,9,171,0.225829,0,0.0,89,88,1,86,3,8,0.895518,0.016567,0.0,0,0.3009,-1.02909,2.3885,drift,internal,-5.0665,-2.12706,0.11302,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,54.3332,54.3283,3239,0.01817,1,0,1,SECRETE,6.1746,0.0,,79,92,0,9,171,0.229883,0,0.0,88,88,0,85,3,2,0.899693,0.014693,0.0,0,0.32904,-1.02148,2.38066,drift,internal,-5.09535,-2.10239,0.1312,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,54.5357,54.5186,3250,0.01668,1,0,1,SECRETE,6.3648,0.0,,79,92,0,9,171,0.223236,0,0.0,88,88,0,85,3,1,0.810502,0.013227,0.0,0,0.34274,-1.00729,2.37165,drift,internal,-5.13801,-2.0767,0.15677,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,54.7482,54.7416,3263,0.01697,1,0,1,SECRETE,6.5879,0.0,,79,92,0,9,171,0.223864,0,0.0,88,88,0,85,3,1,0.82511,0.011693,0.0,0,0.35322,-0.98397,2.3594,drift,internal,-5.1943,-2.06181,0.18144,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,54.9488,54.9452,3274,0.01697,1,0,1,SECRETE,6.7915,0.0,,79,92,0,10,171,0.218856,0,0.0,88,87,1,85,3,1,0.807515,0.010448,0.0,0,0.36422,-0.96062,2.35522,drift,internal,-5.22468,-2.05126,0.21386,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,55.1564,55.1523,3286,0.01754,1,0,1,SECRETE,6.9986,0.0,,79,92,0,10,171,0.22124,0,0.0,88,87,1,85,3,1,0.844951,0.009318,0.0,0,0.36879,-0.9284,2.34869,drift,internal,-5.24043,-2.03785,0.23395,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,55.3616,55.3587,3298,0.017,1,0,1,SECRETE,7.205,0.0,,79,92,0,10,171,0.221977,0,0.0,88,87,1,85,3,0,0.828432,0.008314,0.0,0,0.36845,-0.90126,2.34493,drift,internal,-5.2517,-2.02574,0.249,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,55.5662,55.5633,3310,0.01674,1,0,1,SECRETE,7.4096,0.0,,79,92,0,10,171,0.217739,0,0.0,87,87,0,84,3,1,0.791146,0.007425,0.0,0,0.36678,-0.88087,2.34332,drift,internal,-5.25886,-2.01735,0.26158,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,55.7719,55.7691,3322,0.01747,1,0,1,SECRETE,7.6154,0.0,,79,92,0,11,171,0.220194,0,0.0,87,87,0,84,3,1,0.826862,0.006627,0.0,0,0.36614,-0.86599,2.34944,drift,internal,-5.27763,-2.03738,0.27346,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,55.9794,55.9766,3334,0.01701,1,0,1,SECRETE,7.8229,0.0,,79,92,0,11,171,0.22118,0,0.0,87,87,0,84,3,1,0.804614,0.005909,0.0,0,0.36108,-0.85211,2.35726,drift,internal,-5.30357,-2.06144,0.27434,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,56.1918,56.1888,3346,0.0174,1,0,1,SECRETE,8.0351,0.0,,79,92,0,10,171,0.21708,0,0.0,87,87,0,84,3,1,0.816072,0.005255,0.0,0,0.35976,-0.83973,2.36521,drift,internal,-5.33703,-2.08658,0.2737,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,56.4033,56.4003,3358,0.01781,1,0,1,SECRETE,8.2466,0.0,,79,92,0,9,171,0.216478,0,0.0,87,86,1,84,3,1,0.835935,0.004675,0.0,0,0.35999,-0.82503,2.37362,drift,internal,-5.38373,-2.1046,0.26316,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,56.6099,56.6067,3370,0.01681,1,0,1,SECRETE,8.453,0.0,,79,92,0,9,171,0.213356,0,0.0,87,86,1,84,3,0,0.785126,0.004171,0.0,0,0.35491,-0.81082,2.38179,drift,internal,-5.43106,-2.11355,0.24688,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,56.8163,56.813,3382,0.01739,1,0,1,SECRETE,8.6593,0.0,,79,92,0,9,171,0.210254,0,0.0,86,86,0,83,3,2,0.796613,0.003722,0.0,0,0.35654,-0.80215,2.38413,drift,internal,-5.48567,-2.1243,0.23636,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,57.0216,57.0027,3393,0.017,1,0,1,SECRETE,8.849,0.0,,79,92,0,9,171,0.213502,0,0.0,86,86,0,83,3,2,0.793678,0.003351,0.0,0,0.36401,-0.79796,2.37688,drift,internal,-5.54175,-2.13938,0.2325,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,57.2351,57.2309,3406,0.01727,1,0,1,SECRETE,9.0772,0.0,,79,92,0,10,171,0.210558,0,0.0,86,86,0,83,3,2,0.792004,0.002954,0.0,0,0.37861,-0.79294,2.36597,drift,internal,-5.60454,-2.16759,0.24549,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,57.4442,57.4412,3418,0.01706,1,0,1,SECRETE,9.2875,0.0,,79,92,0,10,171,0.215805,0,0.0,86,86,0,83,3,2,0.802419,0.00263,0.0,0,0.39004,-0.79039,2.36491,drift,internal,-5.6543,-2.19906,0.26616,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,57.6646,57.6445,3430,0.01682,1,0,1,SECRETE,9.4908,0.0,,79,92,0,10,171,0.218829,0,0.0,86,85,1,83,3,2,0.803954,0.002351,0.0,0,0.39524,-0.78598,2.37044,drift,internal,-5.7104,-2.22223,0.28147,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,57.8798,57.8754,3443,0.01742,1,0,1,SECRETE,9.7217,0.0,,79,92,0,10,171,0.220115,0,0.0,86,85,1,83,3,2,0.83459,0.002069,0.0,0,0.40582,-0.7747,2.37651,drift,internal,-5.75321,-2.234,0.28815,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,58.0914,58.0886,3455,0.01768,1,0,1,SECRETE,9.9349,0.0,,79,92,0,10,171,0.22351,0,0.0,86,85,1,83,3,0,0.861503,0.001839,0.0,0,0.41335,-0.76829,2.37689,drift,internal,-5.78741,-2.24709,0.29907,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,58.309,58.3059,3467,0.0224,1,0,1,SECRETE,10.1522,0.0,,79,92,0,10,171,0.224023,0,0.0,85,85,0,82,3,6,1.08552,0.001631,0.0,0,0.4217,-0.76564,2.36958,drift,internal,-5.81955,-2.25247,0.31928,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,58.524,58.521,3479,0.01764,1,0,1,SECRETE,10.3673,0.0,,79,92,0,10,171,0.222228,0,0.0,85,85,0,82,3,6,0.842709,0.001448,0.0,0,0.42938,-0.76353,2.37312,drift,internal,-5.8508,-2.2591,0.33501,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,58.7361,58.7329,3491,0.01748,1,0,1,SECRETE,10.5792,0.0,,79,92,0,10,171,0.213664,0,0.0,85,85,0,82,3,6,0.810719,0.001288,0.0,0,0.4398,-0.76607,2.37429,drift,internal,-5.87841,-2.28688,0.34395,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,58.9514,58.9446,3503,0.01782,1,0,1,SECRETE,10.7909,0.0,,79,92,0,10,171,0.213388,0,0.0,85,84,1,82,3,6,0.825458,0.001146,0.0,0,0.44558,-0.77068,2.37467,drift,internal,-5.90137,-2.3174,0.34263,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,59.1797,59.1592,3515,0.0175,1,0,1,SECRETE,11.0055,0.0,,79,92,0,10,171,0.21122,0,0.0,85,84,1,82,3,6,0.810623,0.001018,0.0,0,0.45779,-0.7708,2.37397,drift,internal,-5.91472,-2.35566,0.33393,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,59.3839,59.3803,3527,0.01786,1,0,1,SECRETE,11.2266,0.0,,79,92,0,10,171,0.212843,0,0.0,84,84,0,81,3,4,0.826929,0.000901,0.0,0,0.48235,-0.77072,2.36898,drift,internal,-5.94482,-2.38888,0.33736,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,59.5868,59.5837,3538,0.01808,1,0,1,SECRETE,11.43,0.0,,79,92,0,9,171,0.215177,0,0.0,84,84,0,81,3,6,0.843717,0.000805,0.0,0,0.51296,-0.77574,2.36934,drift,internal,-5.97214,-2.41985,0.34784,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,59.7936,59.7723,3549,0.01634,1,0,1,HARVEST,0.0655,0.0,,79,92,0,10,171,0.21272,0,0.0,84,84,0,81,3,6,0.751529,0.000725,0.0,0,0.54188,-0.77756,2.37594,drift,internal,-6.00052,-2.44078,0.36562,3.15,7.6
20260526-201238-sentence-script-a-cell-sphere-with-many-90bfd7,59.9971,59.9941,3562,0.01678,1,0,1,HARVEST,0.2873,0.0,,79,92,0,9,171,0.219045,0,0.0,84,84,0,81,3,6,0.787563,0.000641,0.0,0,0.56704,-0.77754,2.38826,drift,internal,-6.03136,-2.4638,0.38338,3.15,7.6
