run_id,row_index,timestamp_iso,wall_elapsed_s,configured_run_seconds,round_index,cycle_time,total_duration,current_phase,current_phase_progress,completed,paused,human_speed,ai_speed,combined_speed,current_radius,cell_body_count,parent_visible,parent_pos,parent_radius,parent_opacity,nucleus_visible,nucleus_pos,nucleus_radius,nucleus_opacity,daughter_left_visible,daughter_left_pos,daughter_left_radius,daughter_left_opacity,daughter_right_visible,daughter_right_pos,daughter_right_radius,daughter_right_opacity,cleavage_groove_visible,cleavage_groove_radius,cleavage_groove_opacity,dna_count,duplicated_dna_visible_count,dna_avg_distance_from_cell_center,free_particle_count,attached_particle_count,particle_behavior_counts_json,particle_avg_y,particle_avg_speed,ai_enabled,ai_paused,ai_mode,ai_previous_mode,ai_mode_timer,ai_mode_duration,ai_stagnation_timer,ai_completion_timer,ai_helper_pos,ai_override_timer,clock_pointer_tip_pos
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,0,2026-05-26T19:35:45.548,0.0,60.0,1,0.0165,26.0,G1,0.002361,0,0,1.0,0.9917,0.9917,0.55037,1,1,"-2.55,0.05,0.0",0.55037,0.62,1,"-2.55,0.05,0.0",0.231155,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.118337,22,0,"{""attach"": 21, ""organize"": 1}",0.031665,0.158155,1,0,ORGANIZE,OBSERVE,0.0167,4.2603,0.0058,0.0,"0.148322,1.212889,0.0",0.0,"2.455284,1.422989,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,1,2026-05-26T19:35:45.654,0.1058,60.0,1,0.1597,26.0,G1,0.02282,0,0,1.0,0.9281,0.9281,0.553575,1,1,"-2.55,0.05,0.0",0.553575,0.62,1,"-2.55,0.05,0.0",0.232502,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.119026,23,0,"{""attach"": 18, ""organize"": 5}",0.076028,0.169314,1,0,ORGANIZE,OBSERVE,0.1667,4.2603,0.0667,0.0,"1.27549,0.980074,0.0",0.0,"2.50106,1.422014,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,2,2026-05-26T19:35:45.753,0.2052,60.0,1,0.2802,26.0,G1,0.040028,0,0,1.0,0.8858,0.8858,0.556271,1,1,"-2.55,0.05,0.0",0.556271,0.62,1,"-2.55,0.05,0.0",0.233634,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.119605,23,0,"{""attach"": 17, ""organize"": 6}",0.074177,0.19599,1,0,ORGANIZE,OBSERVE,0.3,4.2603,0.0167,0.0,"2.01208,0.897212,0.0",0.0,"2.539514,1.419968,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,3,2026-05-26T19:35:45.850,0.3019,60.0,1,0.3958,26.0,G1,0.056541,0,0,1.0,0.8535,0.8535,0.558858,1,1,"-2.55,0.05,0.0",0.558858,0.62,1,"-2.55,0.05,0.0",0.23472,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.120162,26,0,"{""attach"": 17, ""organize"": 9}",0.165951,0.228237,1,0,ORGANIZE,OBSERVE,0.4333,4.2603,0.0167,0.0,"2.550342,0.899552,0.0",0.0,"2.576347,1.416953,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,4,2026-05-26T19:35:45.958,0.41,60.0,1,0.5214,26.0,G1,0.074492,0,0,1.0,0.8263,0.8263,0.56167,1,1,"-2.55,0.05,0.0",0.56167,0.62,1,"-2.55,0.05,0.0",0.235902,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.120766,29,0,"{""attach"": 14, ""organize"": 15}",0.236762,0.270667,1,0,ORGANIZE,OBSERVE,0.5833,4.2603,0.0333,0.0,"2.965534,0.973881,0.0",0.0,"2.616275,1.41251,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,5,2026-05-26T19:35:46.051,0.5036,60.0,1,0.6302,26.0,G1,0.09003,0,0,1.0,0.8082,0.8082,0.564105,1,1,"-2.55,0.05,0.0",0.564105,0.62,1,"-2.55,0.05,0.0",0.236924,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.12129,29,0,"{""attach"": 14, ""organize"": 15}",0.228678,0.301611,1,0,ORGANIZE,OBSERVE,0.7167,4.2603,0.0667,0.0,"3.197599,1.081929,0.0",0.0,"2.650711,1.407687,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,6,2026-05-26T19:35:46.155,0.6076,60.0,1,0.7501,26.0,G1,0.107158,0,0,1.0,0.7929,0.7929,0.566788,1,1,"-2.55,0.05,0.0",0.566788,0.62,1,"-2.55,0.05,0.0",0.238051,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.121867,30,0,"{""attach"": 12, ""organize"": 18}",0.253353,0.352268,1,0,ORGANIZE,OBSERVE,0.8667,4.2603,0.1,0.0,"3.334049,1.229998,0.0",0.0,"2.68851,1.401323,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,7,2026-05-26T19:35:46.259,0.7111,60.0,1,0.8681,26.0,G1,0.124008,0,0,1.0,0.7816,0.7816,0.569428,1,1,"-2.55,0.05,0.0",0.569428,0.62,1,"-2.55,0.05,0.0",0.23916,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.122434,31,0,"{""attach"": 10, ""organize"": 21}",0.275763,0.389019,1,0,ORGANIZE,OBSERVE,1.0167,4.2603,0.0,0.0,"3.363363,1.388316,0.0",0.0,"2.725501,1.393997,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,8,2026-05-26T19:35:46.359,0.8116,60.0,1,0.9459,26.0,G1,0.135124,0,0,1.0,0.7758,0.7758,0.571169,1,1,"-2.55,0.05,0.0",0.571169,0.62,1,"-2.55,0.05,0.0",0.239891,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.122809,33,0,"{""attach"": 9, ""organize"": 24}",0.338253,0.420427,1,0,ORGANIZE,OBSERVE,1.1167,4.2603,0.0333,0.0,"3.333939,1.491987,0.0",0.0,"2.749784,1.388588,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,9,2026-05-26T19:35:46.459,0.9119,60.0,1,1.0232,26.0,G1,0.146166,0,0,1.0,0.771,0.771,0.572899,1,1,"-2.55,0.05,0.0",0.572899,0.62,1,"-2.55,0.05,0.0",0.240618,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.123181,34,0,"{""attach"": 7, ""organize"": 27}",0.36409,0.443301,1,0,ORGANIZE,OBSERVE,1.2167,4.2603,0.0667,0.0,"3.271681,1.589741,0.0",0.0,"2.7738,1.382764,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,10,2026-05-26T19:35:46.560,1.0122,60.0,1,1.1,26.0,G1,0.157148,0,0,1.0,0.7672,0.7672,0.57462,1,1,"-2.55,0.05,0.0",0.57462,0.62,1,"-2.55,0.05,0.0",0.24134,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.123551,34,0,"{""attach"": 7, ""organize"": 27}",0.355678,0.470506,1,0,ORGANIZE,OBSERVE,1.3167,4.2603,0.0333,0.0,"3.181418,1.67839,0.0",0.0,"2.797572,1.376528,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,11,2026-05-26T19:35:46.660,1.1124,60.0,1,1.1766,26.0,G1,0.16808,0,0,1.0,0.764,0.764,0.576333,1,1,"-2.55,0.05,0.0",0.576333,0.62,1,"-2.55,0.05,0.0",0.24206,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.123919,35,0,"{""attach"": 7, ""organize"": 28}",0.385427,0.492186,1,0,ORGANIZE,OBSERVE,1.4167,4.2603,0.0167,0.0,"3.067568,1.755223,0.0",0.0,"2.821119,1.369882,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,12,2026-05-26T19:35:46.760,1.2124,60.0,1,1.2528,26.0,G1,0.178973,0,0,1.0,0.7614,0.7614,0.578039,1,1,"-2.55,0.05,0.0",0.578039,0.62,1,"-2.55,0.05,0.0",0.242776,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.124286,36,0,"{""attach"": 5, ""organize"": 31}",0.416616,0.500727,1,0,ORGANIZE,OBSERVE,1.5167,4.2603,0.0333,0.0,"2.93422,1.817974,0.0",0.0,"2.844454,1.362828,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,13,2026-05-26T19:35:46.860,1.3127,60.0,1,1.3288,26.0,G1,0.189832,0,0,1.0,0.7593,0.7593,0.57974,1,1,"-2.55,0.05,0.0",0.57974,0.62,1,"-2.55,0.05,0.0",0.243491,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.124652,37,0,"{""attach"": 4, ""organize"": 33}",0.44808,0.518309,1,0,ORGANIZE,OBSERVE,1.6167,4.2603,0.0167,0.0,"2.785202,1.864795,0.0",0.0,"2.867584,1.355369,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,14,2026-05-26T19:35:46.962,1.4131,60.0,1,1.4047,26.0,G1,0.200665,0,0,1.0,0.7576,0.7576,0.581438,1,1,"-2.55,0.05,0.0",0.581438,0.62,1,"-2.55,0.05,0.0",0.244204,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.125016,37,0,"{""attach"": 4, ""organize"": 33}",0.441238,0.539913,1,0,ORGANIZE,OBSERVE,1.7167,4.2603,0.05,0.0,"2.624121,1.894229,0.0",0.0,"2.890518,1.347507,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,15,2026-05-26T19:35:47.061,1.5138,60.0,1,1.4803,26.0,G1,0.211476,0,0,1.0,0.7562,0.7562,0.583131,1,1,"-2.55,0.05,0.0",0.583131,0.62,1,"-2.55,0.05,0.0",0.244915,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.125381,37,0,"{""attach"": 4, ""organize"": 33}",0.434435,0.545166,1,0,ORGANIZE,OBSERVE,1.8167,4.2603,0.0167,0.0,"2.454399,1.905194,0.0",0.0,"2.913257,1.339242,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,16,2026-05-26T19:35:47.163,1.6142,60.0,1,1.5559,26.0,G1,0.222269,0,0,1.0,0.7551,0.7551,0.584822,1,1,"-2.55,0.05,0.0",0.584822,0.62,1,"-2.55,0.05,0.0",0.245625,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.125744,37,0,"{""attach"": 4, ""organize"": 33}",0.427641,0.561523,1,0,ORGANIZE,OBSERVE,1.9167,4.2603,0.1167,0.0,"2.279291,1.896965,0.0",0.0,"2.935805,1.330578,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,17,2026-05-26T19:35:47.263,1.7149,60.0,1,1.6313,26.0,G1,0.233048,0,0,1.0,0.7541,0.7541,0.586511,1,1,"-2.55,0.05,0.0",0.586511,0.62,1,"-2.55,0.05,0.0",0.246335,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.126107,38,0,"{""attach"": 4, ""organize"": 34}",0.458959,0.578724,1,0,ORGANIZE,OBSERVE,2.0167,4.2603,0.0833,0.0,"2.101895,1.869158,0.0",0.0,"2.958161,1.321516,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,18,2026-05-26T19:35:47.363,1.8155,60.0,1,1.7067,26.0,G1,0.243815,0,0,1.0,0.7534,0.7534,0.588198,1,1,"-2.55,0.05,0.0",0.588198,0.62,1,"-2.55,0.05,0.0",0.247043,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.12647,38,0,"{""attach"": 4, ""organize"": 34}",0.451641,0.591385,1,0,ORGANIZE,OBSERVE,2.1167,4.2603,0.05,0.0,"1.925156,1.821714,0.0",0.0,"2.980323,1.312059,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,19,2026-05-26T19:35:47.464,1.915,60.0,1,1.782,26.0,G1,0.254572,0,0,1.0,0.7528,0.7528,0.589883,1,1,"-2.55,0.05,0.0",0.589883,0.62,1,"-2.55,0.05,0.0",0.247751,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.126832,38,0,"{""attach"": 3, ""organize"": 35}",0.443816,0.591572,1,0,ORGANIZE,OBSERVE,2.2167,4.2603,0.0167,0.0,"1.751864,1.754886,0.0",0.0,"3.00229,1.302208,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,20,2026-05-26T19:35:47.563,2.0147,60.0,1,1.8572,26.0,G1,0.265321,0,0,1.0,0.7522,0.7522,0.591567,1,1,"-2.55,0.05,0.0",0.591567,0.62,1,"-2.55,0.05,0.0",0.248458,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.127194,39,0,"{""attach"": 2, ""organize"": 37}",0.466031,0.57974,1,0,ORGANIZE,OBSERVE,2.3167,4.2603,0.1167,0.0,"1.584648,1.669219,0.0",0.0,"3.024058,1.291967,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,21,2026-05-26T19:35:47.662,2.1143,60.0,1,1.9324,26.0,G1,0.276064,0,0,1.0,0.7518,0.7518,0.59325,1,1,"-2.55,0.05,0.0",0.59325,0.62,1,"-2.55,0.05,0.0",0.249165,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.127556,40,0,"{""attach"": 2, ""organize"": 38}",0.482926,0.575305,1,0,ORGANIZE,OBSERVE,2.4167,4.2603,0.0,0.0,"1.425962,1.565533,0.0",0.0,"3.045624,1.281339,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,22,2026-05-26T19:35:47.762,2.2145,60.0,1,2.0076,26.0,G1,0.286802,0,0,1.0,0.7515,0.7515,0.594932,1,1,"-2.55,0.05,0.0",0.594932,0.62,1,"-2.55,0.05,0.0",0.249872,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.127918,41,0,"{""attach"": 2, ""organize"": 39}",0.49391,0.574146,1,0,ORGANIZE,OBSERVE,2.5167,4.2603,0.05,0.0,"1.278081,1.444907,0.0",0.0,"3.066982,1.270326,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,23,2026-05-26T19:35:47.863,2.3148,60.0,1,2.0827,26.0,G1,0.297535,0,0,1.0,0.7512,0.7512,0.596614,1,1,"-2.55,0.05,0.0",0.596614,0.62,1,"-2.55,0.05,0.0",0.250578,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.12828,41,0,"{""attach"": 1, ""organize"": 40}",0.480105,0.585495,1,0,ORGANIZE,OBSERVE,2.6167,4.2603,0.0167,0.0,"1.143082,1.308656,0.0",0.0,"3.088129,1.258931,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,24,2026-05-26T19:35:47.963,2.4149,60.0,1,2.1579,26.0,G1,0.308265,0,0,1.0,0.751,0.751,0.598295,1,1,"-2.55,0.05,0.0",0.598295,0.62,1,"-2.55,0.05,0.0",0.251284,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.128641,41,0,"{""attach"": 1, ""organize"": 40}",0.465758,0.598045,1,0,ORGANIZE,OBSERVE,2.7167,4.2603,0.1167,0.0,"1.022833,1.158312,0.0",0.0,"3.109058,1.247158,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,25,2026-05-26T19:35:48.063,2.5151,60.0,1,2.2329,26.0,G1,0.318992,0,0,1.0,0.7508,0.7508,0.599975,1,1,"-2.55,0.05,0.0",0.599975,0.62,1,"-2.55,0.05,0.0",0.25199,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.129002,41,0,"{""attach"": 1, ""organize"": 40}",0.450784,0.615016,1,0,ORGANIZE,OBSERVE,2.8167,4.2603,0.0833,0.0,"0.91898,0.995596,0.0",0.0,"3.129765,1.235011,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,26,2026-05-26T19:35:48.164,2.6156,60.0,1,2.308,26.0,G1,0.329716,0,0,1.0,0.7507,0.7507,0.601656,1,1,"-2.55,0.05,0.0",0.601656,0.62,1,"-2.55,0.05,0.0",0.252695,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.129364,43,0,"{""attach"": 1, ""organize"": 42}",0.457052,0.618032,1,0,ORGANIZE,OBSERVE,2.9167,4.2603,0.0167,0.0,"0.832937,0.822398,0.0",0.0,"3.150243,1.222492,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,27,2026-05-26T19:35:48.264,2.7165,60.0,1,2.3831,26.0,G1,0.340439,0,0,1.0,0.7505,0.7505,0.603335,1,1,"-2.55,0.05,0.0",0.603335,0.62,1,"-2.55,0.05,0.0",0.253401,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.129725,44,0,"{""attach"": 1, ""organize"": 43}",0.446987,0.627364,1,0,ORGANIZE,OBSERVE,3.0167,4.2603,0.0167,0.0,"0.765871,0.640748,0.0",0.0,"3.170487,1.209607,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,28,2026-05-26T19:35:48.348,2.8006,60.0,1,2.4456,26.0,G1,0.349373,0,0,1.0,0.7505,0.7505,0.604735,1,1,"-2.55,0.05,0.0",0.604735,0.62,1,"-2.55,0.05,0.0",0.253989,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.130026,44,0,"{""attach"": 1, ""organize"": 43}",0.433233,0.630138,1,0,ORGANIZE,OBSERVE,3.1,4.2603,0.1,0.0,"0.725147,0.484461,0.0",0.0,"3.187175,1.198591,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,29,2026-05-26T19:35:48.449,2.9008,60.0,1,2.5207,26.0,G1,0.360093,0,0,1.0,0.7504,0.7504,0.606415,1,1,"-2.55,0.05,0.0",0.606415,0.62,1,"-2.55,0.05,0.0",0.254694,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.130387,45,0,"{""attach"": 1, ""organize"": 44}",0.417187,0.621719,1,0,ORGANIZE,OBSERVE,3.2,4.2603,0.05,0.0,"0.695064,0.292948,0.0",0.0,"3.206975,1.185043,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,30,2026-05-26T19:35:48.549,3.001,60.0,1,2.5957,26.0,G1,0.370812,0,0,1.0,0.7503,0.7503,0.608094,1,1,"-2.55,0.05,0.0",0.608094,0.62,1,"-2.55,0.05,0.0",0.255399,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.130748,46,0,"{""attach"": 1, ""organize"": 45}",0.398379,0.612446,1,0,ORGANIZE,OBSERVE,3.3,4.2603,0.0333,0.0,"0.685874,0.099259,0.0",0.0,"3.226524,1.17114,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,31,2026-05-26T19:35:48.653,3.1041,60.0,1,2.6707,26.0,G1,0.38153,0,0,1.0,0.7502,0.7502,0.609773,1,1,"-2.55,0.05,0.0",0.609773,0.62,1,"-2.55,0.05,0.0",0.256105,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.131109,47,0,"{""attach"": 1, ""organize"": 46}",0.375482,0.603199,1,0,ORGANIZE,OBSERVE,3.4,4.2603,0.0,0.0,"0.697747,-0.094291,0.0",0.0,"3.245816,1.156885,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,32,2026-05-26T19:35:48.754,3.2063,60.0,1,2.7457,26.0,G1,0.392248,0,0,1.0,0.7502,0.7502,0.611452,1,1,"-2.55,0.05,0.0",0.611452,0.62,1,"-2.55,0.05,0.0",0.25681,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.13147,47,0,"{""attach"": 1, ""organize"": 46}",0.362599,0.608881,1,0,ORGANIZE,OBSERVE,3.5,4.2603,0.1,0.0,"0.730589,-0.285389,0.0",0.0,"3.264845,1.142284,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,33,2026-05-26T19:35:48.857,3.3078,60.0,1,2.8208,26.0,G1,0.402965,0,0,1.0,0.7502,0.7502,0.613131,1,1,"-2.55,0.05,0.0",0.613131,0.62,1,"-2.55,0.05,0.0",0.257515,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.131831,43,0,"{""organize"": 43}",0.414512,0.617079,1,0,ORGANIZE,OBSERVE,3.6,4.2603,0.0333,0.0,"0.78404,-0.471742,0.0",0.0,"3.283606,1.127341,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,34,2026-05-26T19:35:48.962,3.4134,60.0,1,2.8708,26.0,G1,0.410109,0,0,1.0,0.7501,0.7501,0.61425,1,1,"-2.55,0.05,0.0",0.61425,0.62,1,"-2.55,0.05,0.0",0.257985,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.132072,43,0,"{""organize"": 43}",0.408223,0.626986,1,0,ORGANIZE,OBSERVE,3.6667,4.2603,0.0,0.0,"0.830832,-0.592234,0.0",0.0,"3.295961,1.117192,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,35,2026-05-26T19:35:49.065,3.5161,60.0,1,2.9333,26.0,G1,0.419039,0,0,1.0,0.7501,0.7501,0.615649,1,1,"-2.55,0.05,0.0",0.615649,0.62,1,"-2.55,0.05,0.0",0.258573,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.132372,43,0,"{""organize"": 43}",0.401283,0.641204,1,0,ORGANIZE,OBSERVE,3.75,4.2603,0.0833,0.0,"0.90145,-0.737505,0.0",0.0,"3.31123,1.104297,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,36,2026-05-26T19:35:49.168,3.6198,60.0,1,2.9958,26.0,G1,0.427969,0,0,1.0,0.7501,0.7501,0.617048,1,1,"-2.55,0.05,0.0",0.617048,0.62,1,"-2.55,0.05,0.0",0.25916,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.132673,43,0,"{""organize"": 43}",0.395194,0.649128,1,0,ORGANIZE,OBSERVE,3.8333,4.2603,0.0333,0.0,"0.984999,-0.875707,0.0",0.0,"3.326302,1.091173,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,37,2026-05-26T19:35:49.249,3.7015,60.0,1,3.0458,26.0,G1,0.435113,0,0,1.0,0.7501,0.7501,0.618168,1,1,"-2.55,0.05,0.0",0.618168,0.62,1,"-2.55,0.05,0.0",0.25963,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.132914,44,0,"{""organize"": 44}",0.35969,0.640757,1,0,ORGANIZE,OBSERVE,3.9,4.2603,0.1,0.0,"1.060688,-0.980402,0.0",0.0,"3.338215,1.080511,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,38,2026-05-26T19:35:49.363,3.8152,60.0,1,3.1083,26.0,G1,0.444042,0,0,1.0,0.7501,0.7501,0.619567,1,1,"-2.55,0.05,0.0",0.619567,0.62,1,"-2.55,0.05,0.0",0.260218,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.133215,43,0,"{""organize"": 43}",0.364838,0.636186,1,0,ORGANIZE,OBSERVE,3.9833,4.2603,0.0167,0.0,"1.165702,-1.103017,0.0",0.0,"3.352925,1.066983,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,39,2026-05-26T19:35:49.458,3.9101,60.0,1,3.1708,26.0,G1,0.452972,0,0,1.0,0.7501,0.7501,0.620966,1,1,"-2.55,0.05,0.0",0.620966,0.62,1,"-2.55,0.05,0.0",0.260806,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.133515,42,0,"{""organize"": 42}",0.356715,0.634642,1,0,ORGANIZE,OBSERVE,4.0667,4.2603,0.0,0.0,"1.281455,-1.215509,0.0",0.0,"3.367427,1.053234,0.0"
20260526-193544-sentence-script-a-single-cell-sphere-gra-d3516f,40,2026-05-26T19:35:49.563,4.0133,60.0,1,3.2458,26.0,G1,0.463687,0,0,1.0,0.7501,0.7501,0.622644,1,1,"-2.55,0.05,0.0",0.622644,0.62,1,"-2.55,0.05,0.0",0.261511,0.25,0,"-2.55,0.05,0.0",0.05,0.0,0,"-2.55,0.05,0.0",0.05,0.0,0,0.3025,0.0,12,0,0.133876,42,0,"{""organize"": 42}",0.351401,0.639172,1,0,ORGANIZE,OBSERVE,4.1667,4.2603,0.1,0.0,"1.433169,-1.335816,0.0",0.0,"3.384554,1.036449,0.0"
