run_id,time,round,row_type,object_id,object_name,state,ai_enabled,ai_mode,paused,flow_speed,delivered_round,total_delivered,active_vesicles,incoming_count,attached_count,transfer_count,outgoing_count,particle_count,membrane_mark_count,selected_vesicle_id,x,y,z,vx,vy,vz,radius,progress,cis_index,s,age,stall_time,target_x,target_y,target_z,cargo_x,cargo_y,cargo_z,color_r,color_g,color_b,opacity,life,max_life,cisterna_index,cisterna_y,receptor_index,membrane_x,drone_x,drone_y,drone_z,stagnation_time,completion_time
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,12,receptor_12,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,-2.48402015657055,1.7746663511159921,,,,0.13160889114483892,,,,,,,,,,,,0.25,0.58,0.9,0.5868483960032891,,,,,12,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,13,receptor_13,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,-0.43488882126443906,0.4314952704390329,,,,0.15552912434709754,,,,,,,,,,,,0.25,0.58,0.9,0.5385994115841104,,,,,13,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,14,receptor_14,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,-0.2888988719529819,-1.184254275584478,,,,0.1697689291821794,,,,,,,,,,,,0.25,0.58,0.9,0.4768996770187916,,,,,14,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,15,receptor_15,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,-1.3100588561145279,0.7993291890282004,,,,0.16123629475493478,,,,,,,,,,,,0.25,0.58,0.9,0.4307675415583486,,,,,15,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,16,receptor_16,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,0.7456683225092711,-0.5320000901533677,,,,0.13777608580751266,,,,,,,,,,,,0.25,0.58,0.9,0.42189966934432854,,,,,16,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.001,1,receptor,17,receptor_17,static,True,constructive,False,1.00013,0,0,6,6,0,0,0,0,0,0,5.46,-2.642884126355174,1.5856544818037381,,,,0.12095751025387626,,,,,,,,,,,,0.25,0.58,0.9,0.45446675924331037,,,,,17,5.55,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.1062,1,summary,summary,,running,True,constructive,False,1.01374,0,0,6,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,-3.9168357587063953,3.328164063958285,0.009397882894840798,0.0,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.1062,1,ai_controller,ai,AI_constructive,enabled,True,constructive,False,1.01374,0,0,6,6,0,0,0,0,0,0,-3.9168357587063953,3.328164063958285,0.009397882894840798,,,,0.15,,,,,,,,,,,,0.25,0.95,0.55,,,,,,,,,,,0.0,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.1062,1,vesicle,0,vesicle_0,incoming,True,constructive,False,1.01374,0,0,6,6,0,0,0,0,0,0,-5.424051824171384,-2.0610595763637107,0.23930672416588356,0.642059788807225,-0.026373081479912262,0.003193420519581507,0.11604584262680402,0,0,0.0,0.10618407821655274,0.10618407821655274,-3.18,-2.114235638548455,0.14302453894498188,-5.386581254481348,-2.053202716888756,0.24688920448357468,0.25,0.65,1.0,0.88,,,,,,,,,,,
20260526-184203-sentence-script-stacked-curved-golgi-cis-772602,0.1062,1,vesicle,1,vesicle_1,incoming,True,constructive,False,1.01374,0,0,6,6,0,0,0,0,0,0,-5.313774450642598,-2.396582722828991,0.9650994575221594,0.5540382676914953,0.0362056908767765,-0.15223464193149897,0.13239940273991826,0,0,0.0,0.10618407821655274,0.10618407821655274,-3.18,-2.020545325237861,0.1989249933847639,-5.271023405581555,-2.3876186489910265,0.9737504857936161,0.25,0.65,1.0,0.88,,,,,,,,,,,
