run_id,row_index,wall_elapsed_s,sim_elapsed_s,frame,round,paused,trails_enabled,ai_enabled,ai_mode,ai_time_in_mode_s,ai_stagnant_time_s,ai_completion_time_s,ai_human_override_s,ion_count,inside_count,outside_count,inside_fraction,outside_fraction,open_channel_count,closed_channel_count,total_crossings,attached_ion_count,marked_ion_count,avg_ion_speed,max_ion_speed,mean_radius,mean_inside_radius,mean_outside_radius,global_pressure_bias,global_swirl_strength,electric_field_x,electric_field_y,electric_field_z,channel_open_pattern,channel_attached_counts,wand_x,wand_y,wand_z,sample_note
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,104,11.654298,12.94,647,1,0,1,1,CAREFUL,0.92,0,0,0.0,64,13,51,0.203125,0.796875,4,6,98,0,9,0.44138,1.877904,4.217383,0.368675,5.198426,-0.42,0.06,0.009125,0.023275,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.316452,-6.232237,0.348681,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,105,11.756893,13.06,653,1,0,1,1,CAREFUL,1.04,0,0,0.0,64,13,51,0.203125,0.796875,4,6,101,0,9,0.433589,2.286393,4.223327,0.370857,5.205329,-0.42,0.06,0.011846,0.022015,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.464469,-6.205195,0.585082,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,106,11.860708,13.18,659,1,0,1,1,CAREFUL,1.16,0,0,0.0,64,13,51,0.203125,0.796875,4,6,104,0,9,0.427748,2.693211,4.227754,0.371234,5.210789,-0.42,0.06,0.014396,0.020439,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.581096,-6.165923,0.840371,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,107,11.962107,13.3,665,1,0,1,1,CAREFUL,1.28,0,0,0.0,64,13,51,0.203125,0.796875,4,6,107,0,9,0.418104,2.930232,4.233782,0.371906,5.218182,-0.42,0.06,0.016739,0.018569,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.664358,-6.114497,1.11088,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,108,12.065224,13.42,671,1,0,1,1,CAREFUL,1.4,0,0,0.0,64,13,51,0.203125,0.796875,4,6,110,0,9,0.404403,2.8,4.23587,0.370236,5.221228,-0.42,0.06,0.018842,0.016431,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.712697,-6.051019,1.392741,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,109,12.170344,13.54,677,1,0,1,1,CAREFUL,1.52,0,0,0.0,64,13,51,0.203125,0.796875,4,6,114,0,9,0.398275,2.933443,4.235085,0.366537,5.221185,-0.42,0.06,0.020673,0.014058,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.724994,-5.975615,1.681936,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,110,12.271799,13.66,683,1,0,1,1,CAREFUL,1.64,0,0,0.0,64,13,51,0.203125,0.796875,4,6,117,0,9,0.394562,2.929988,4.230133,0.361352,5.216293,-0.42,0.06,0.022207,0.011482,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.700581,-5.888432,1.974348,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,111,12.374969,13.78,689,1,0,1,1,CAREFUL,1.76,0,0,0.0,64,13,51,0.203125,0.796875,4,6,120,0,9,0.391624,2.8,4.22208,0.355834,5.207594,-0.42,0.06,0.023422,0.008741,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.63925,-5.789643,2.265809,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,112,12.479362,13.9,695,1,0,1,1,CAREFUL,1.88,0,0,0.0,64,13,51,0.203125,0.796875,4,6,124,0,9,0.398107,2.933885,4.212194,0.348649,5.19702,-0.42,0.06,0.0243,0.005874,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.541255,-5.679443,2.55215,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,113,12.581101,14.02,701,1,0,1,1,CAREFUL,2.0,0,0,0.0,64,13,51,0.203125,0.796875,4,6,127,0,9,0.403674,2.928249,4.196115,0.341147,5.178754,-0.42,0.06,0.024829,0.002922,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.407311,-5.558048,2.829258,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,114,12.684033,14.14,707,1,0,1,1,CAREFUL,2.12,0,0,0.0,64,13,51,0.203125,0.796875,4,6,130,0,9,0.409552,2.8,4.179215,0.332971,5.15963,-0.42,0.06,0.025,-7.1e-05,0.0,0000001111,0;0;2;5;2;0;2;1;0;1,0.238585,-5.425698,3.093118,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,115,12.789318,14.26,713,1,0,1,1,CAREFUL,2.24,0,0,0.0,64,13,51,0.203125,0.796875,4,6,135,0,10,0.420747,2.934119,4.165912,0.324796,5.14502,-0.42,0.06,0.024812,-0.003063,0.0,0001001011,0;0;2;5;2;0;2;1;0;1,0.036679,-5.282654,3.339869,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,116,12.892868,14.38,719,1,0,1,1,CAREFUL,2.36,0,0,0.0,64,13,51,0.203125,0.796875,4,6,139,0,10,0.428972,2.934102,4.152708,0.319275,5.129857,-0.42,0.06,0.024267,-0.006011,0.0,0001001011,0;0;2;5;2;0;2;1;0;1,-0.196385,-5.129197,3.565848,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,117,12.996617,14.5,725,1,0,1,1,CAREFUL,2.48,0,0,0.0,64,14,50,0.21875,0.78125,4,6,143,1,10,0.42206,2.8,4.077005,0.308425,5.132207,-0.42,0.06,0.023372,-0.008873,0.0,0001001011,0;0;2;5;3;0;2;1;0;1,-0.458192,-4.965631,3.767635,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,118,13.113018,14.64,732,1,0,1,1,CAREFUL,2.62,0,0,0.0,64,14,50,0.21875,0.78125,4,6,149,1,10,0.421645,2.8,4.075427,0.298749,5.132897,-0.42,0.06,0.021906,-0.012048,0.0,0001001011,0;0;2;5;3;0;2;1;0;1,-0.796233,-4.762457,3.968314,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,119,13.224616,14.78,739,1,0,1,1,CAREFUL,2.76,0,0,0.0,64,14,50,0.21875,0.78125,4,6,155,1,10,0.415656,2.8,4.080027,0.295503,5.139694,-0.42,0.06,0.02001,-0.014987,0.0,0001001011,0;0;2;5;3;0;2;1;0;1,-1.164622,-4.546507,4.1274,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,120,13.337102,14.92,746,1,0,1,1,CAREFUL,2.9,0,0,0.0,64,14,50,0.21875,0.78125,4,6,162,1,10,0.405444,2.8,4.084955,0.294294,5.14634,-0.42,0.06,0.017723,-0.017632,0.0,0001001011,0;0;2;5;3;0;2;1;0;1,-1.557849,-4.31836,4.241152,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,121,13.44915,15.06,753,1,0,1,1,CAREFUL,3.04,0,0,0.0,64,14,50,0.21875,0.78125,4,6,169,1,10,0.398658,2.926135,4.087627,0.291689,5.150489,-0.42,0.06,0.015089,-0.019933,0.0,0001001011,0;0;2;5;3;0;2;1;0;1,-1.969967,-4.078629,4.306566,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,122,13.568373,15.2,760,1,0,1,1,CAREFUL,3.18,0,0,0.0,64,14,50,0.21875,0.78125,4,6,179,0,10,0.397223,2.933736,4.091268,0.291722,5.155141,-0.42,0.06,0.01216,-0.021843,0.0,0000101011,0;0;2;5;3;0;2;1;0;1,-2.394687,-3.827957,4.321426,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,123,13.673434,15.34,767,1,0,1,1,CAREFUL,3.32,0,0,0.0,64,14,50,0.21875,0.78125,4,6,187,0,10,0.383088,2.932535,4.097521,0.29009,5.163601,-0.42,0.06,0.008993,-0.023327,0.0,0000101011,0;0;2;5;3;0;2;1;0;1,-2.825482,-3.567015,4.284338,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,124,13.787051,15.48,774,1,0,1,1,CAREFUL,3.46,0,0,0.0,64,14,50,0.21875,0.78125,4,6,195,0,10,0.378456,2.934148,4.098716,0.290248,5.165087,-0.42,0.06,0.00565,-0.024353,0.0,0000101011,0;0;2;5;3;0;2;1;0;1,-3.255696,-3.296504,4.194759,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,125,13.898524,15.62,781,1,0,1,1,CAREFUL,3.6,0,0,0.0,64,14,50,0.21875,0.78125,4,6,202,0,10,0.373821,2.924741,4.095803,0.290605,5.161258,-0.42,0.06,0.002196,-0.024903,0.0,0000101011,0;0;2;5;3;0;2;1;0;1,-3.678653,-3.01715,4.053001,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,126,14.00005,15.74,787,1,0,1,1,CAREFUL,3.72,0,0,0.0,64,14,50,0.21875,0.78125,4,6,206,0,10,0.378129,2.930243,4.09589,0.290555,5.161384,-0.42,0.06,-0.000801,-0.024987,0.0,0100101001,0;0;2;5;3;0;2;1;0;1,-4.030415,-2.771233,3.890826,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,127,14.100948,15.86,793,1,0,1,1,CAREFUL,3.84,0,0,0.0,64,14,50,0.21875,0.78125,4,6,209,0,10,0.381905,2.8,4.091324,0.289384,5.155867,-0.42,0.06,-0.003786,-0.024712,0.0,0100101001,0;0;2;5;3;0;2;1;0;1,-4.367968,-2.519853,3.692384,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,128,14.202339,15.98,799,1,0,1,1,CAREFUL,3.96,0,0,0.0,64,14,50,0.21875,0.78125,4,6,214,0,11,0.396212,2.934253,4.086008,0.287852,5.149492,-0.42,0.06,-0.006717,-0.024081,0.0,0100101001,0;0;2;5;3;0;2;1;0;1,-4.687434,-2.263507,3.459335,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,129,14.304927,16.1,805,1,0,1,1,CAREFUL,4.08,0,0,0.0,64,14,50,0.21875,0.78125,4,6,219,0,11,0.410627,2.930064,4.080276,0.285773,5.142737,-0.42,0.06,-0.009552,-0.023103,0.0,0100101001,0;0;2;5;3;0;2;1;0;1,-4.98514,-2.002699,3.193756,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,130,14.406374,16.22,811,1,0,1,1,CAREFUL,4.2,0,0,0.0,64,14,50,0.21875,0.78125,4,6,224,0,11,0.420145,2.8,4.077268,0.283741,5.139455,-0.42,0.06,-0.012249,-0.021794,0.0,0100101001,0;0;2;5;3;0;2;1;0;1,-5.257658,-1.737944,2.898117,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,131,14.509768,16.34,817,1,0,1,1,CAREFUL,4.32,0,0,0.0,64,15,49,0.234375,0.765625,4,6,230,1,13,0.414312,2.934315,4.01428,0.280129,5.157387,-0.42,0.06,-0.01477,-0.020171,0.0,0100101001,0;0;2;5;3;1;2;1;0;1,-5.501854,-1.469763,2.575247,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,132,14.613209,16.46,823,1,0,1,1,CAREFUL,4.44,0,0,0.0,64,16,48,0.25,0.75,4,6,236,2,13,0.399929,2.93069,3.953985,0.280086,5.178618,-0.42,0.06,-0.017078,-0.018257,0.0,0100101001,0;0;2;5;3;1;2;2;0;1,-5.71492,-1.198685,2.228305,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,133,14.716135,16.58,829,1,0,1,1,CAREFUL,4.56,0,0,0.0,64,16,48,0.25,0.75,4,6,243,1,13,0.392768,2.8,3.96936,0.283463,5.197992,-0.42,0.06,-0.019141,-0.016082,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-5.89441,-0.925245,1.860739,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,134,14.819336,16.7,835,1,0,1,1,CAREFUL,4.68,0,0,0.0,64,16,48,0.25,0.75,4,6,251,0,13,0.388309,2.934327,3.98241,0.286713,5.214309,-0.42,0.06,-0.020929,-0.013675,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.038272,-0.649981,1.476245,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,135,14.921748,16.82,841,1,0,1,1,CAREFUL,4.8,0,0,0.0,64,16,48,0.25,0.75,4,6,259,0,13,0.386302,2.92655,3.989761,0.288442,5.223534,-0.42,0.06,-0.022415,-0.011071,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.144868,-0.373436,1.078723,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,136,15.023344,16.94,847,1,0,1,1,CAREFUL,4.92,0,0,0.0,64,16,48,0.25,0.75,4,6,268,0,13,0.385137,2.8,3.996438,0.286773,5.232994,-0.42,0.06,-0.023579,-0.008308,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.212999,-0.096154,0.672229,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,137,15.124492,17.06,853,1,0,1,1,CAREFUL,5.04,0,0,0.0,64,16,48,0.25,0.75,4,6,279,0,13,0.389798,2.93359,3.999414,0.284563,5.237698,-0.42,0.06,-0.024404,-0.005425,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.241918,0.181316,0.260926,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,138,15.226857,17.18,859,1,0,1,1,CAREFUL,5.16,0,0,0.0,64,16,48,0.25,0.75,4,6,288,0,13,0.390072,2.933705,3.996891,0.283093,5.234824,-0.42,0.06,-0.024878,-0.002465,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.231336,0.45843,-0.150965,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,139,15.330381,17.3,865,1,0,1,1,CAREFUL,5.28,0,0,0.0,64,16,48,0.25,0.75,4,6,298,0,14,0.393541,2.8,3.994484,0.282014,5.231973,-0.42,0.06,-0.024994,0.000531,0.0,0100101100,0;0;2;5;3;1;2;2;0;1,-6.18143,0.73464,-0.559219,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,140,15.433767,17.42,871,1,0,1,1,CAREFUL,5.4,0,0,0.0,64,17,47,0.265625,0.734375,4,6,307,1,14,0.361779,2.932383,3.917412,0.281581,5.2325,-0.42,0.06,-0.024751,0.003519,0.0,1100100100,0;0;2;5;3;1;3;2;0;1,-6.092838,1.009401,-0.959655,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,141,15.538283,17.54,877,1,0,1,1,CAREFUL,5.52,0,0,0.0,64,17,47,0.265625,0.734375,4,6,314,1,14,0.369617,2.934171,3.911927,0.279831,5.225664,-0.42,0.06,-0.024152,0.006457,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-5.966651,1.282174,-1.348187,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,142,15.640167,17.66,883,1,0,1,1,CAREFUL,5.64,0,0,0.0,64,17,47,0.265625,0.734375,4,6,322,1,14,0.376509,2.8,3.903655,0.277132,5.215375,-0.42,0.06,-0.023205,0.009302,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-5.804402,1.552419,-1.720875,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,143,15.743119,17.78,889,1,0,1,1,CAREFUL,5.76,0,0,0.0,64,17,47,0.265625,0.734375,4,6,331,1,14,0.391679,2.932621,3.893955,0.275101,5.202903,-0.42,0.06,-0.021925,0.012013,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-5.608047,1.819604,-2.073971,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,144,15.846027,17.9,895,1,0,1,1,CAREFUL,5.88,0,0,0.0,64,17,47,0.265625,0.734375,4,6,339,1,14,0.401294,2.927061,3.887567,0.274411,5.194454,-0.42,0.06,-0.020329,0.014551,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-5.379937,2.083202,-2.403965,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,145,15.94891,18.02,901,1,0,1,1,CAREFUL,6.0,0,0,0.0,64,17,47,0.265625,0.734375,4,6,348,1,14,0.405647,2.8,3.887944,0.274297,5.195008,-0.42,0.06,-0.018441,0.01688,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-5.122795,2.342695,-2.707628,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,146,16.051112,18.14,907,1,0,1,1,CAREFUL,6.12,0,0,0.0,64,17,47,0.265625,0.734375,4,6,358,0,14,0.411133,2.931971,3.898077,0.277573,5.207621,-0.42,0.06,-0.016287,0.018966,0.0,0110100100,0;0;2;5;3;1;3;2;0;1,-4.839681,2.59757,-2.98205,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,147,16.153587,18.26,913,1,0,1,1,CAREFUL,6.24,0,0,0.0,64,18,46,0.28125,0.71875,4,6,365,1,14,0.353574,2.8,3.833743,0.279661,5.224471,-0.42,0.06,-0.0139,0.02078,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-4.533951,2.847325,-3.224674,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,148,16.25629,18.38,919,1,0,1,1,CAREFUL,6.36,0,0,0.0,64,18,46,0.28125,0.71875,4,6,372,1,14,0.342217,2.934294,3.841218,0.279498,5.234935,-0.42,0.06,-0.011312,0.022294,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-4.209224,3.091468,-3.433331,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,149,16.358927,18.5,925,1,0,1,1,CAREFUL,6.48,0,0,0.0,64,18,46,0.28125,0.71875,4,6,379,1,14,0.332675,2.934277,3.845762,0.276477,5.242438,-0.42,0.06,-0.008562,0.023488,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-3.869329,3.329518,-3.606259,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,150,16.463423,18.62,931,1,0,1,1,CAREFUL,6.6,0,0,0.0,64,18,46,0.28125,0.71875,4,6,386,1,15,0.324314,2.8,3.84639,0.275138,5.243837,-0.42,0.06,-0.005689,0.024344,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-3.518267,3.561005,-3.742131,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,151,16.565834,18.74,937,1,0,1,1,CAREFUL,6.72,0,0,0.0,64,18,46,0.28125,0.71875,4,6,395,1,15,0.329202,2.934317,3.848655,0.274603,5.247198,-0.42,0.06,-0.002733,0.02485,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-3.160154,3.785473,-3.840068,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,152,16.669151,18.86,943,1,0,1,1,CAREFUL,6.84,0,0,0.0,64,18,46,0.28125,0.71875,4,6,402,1,15,0.330377,2.931908,3.847079,0.275858,5.244513,-0.42,0.06,0.000261,0.024999,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-2.799178,4.00248,-3.899649,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,153,16.772719,18.98,949,1,0,1,1,CAREFUL,6.96,0,0,0.0,64,18,46,0.28125,0.71875,4,6,409,0,15,0.337515,2.8,3.842988,0.281396,5.236655,-0.42,0.06,0.003252,0.024788,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-2.439544,4.211597,-3.920915,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,154,16.882453,19.1,955,1,0,1,1,CAREFUL,7.08,0,0,0.0,64,18,46,0.28125,0.71875,4,6,419,0,15,0.350141,2.934329,3.844037,0.283697,5.237214,-0.42,0.06,0.006196,0.02422,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-2.085426,4.412414,-3.90437,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,155,16.998088,19.24,962,1,0,1,1,CAREFUL,7.22,0,0,0.0,64,18,46,0.28125,0.71875,4,6,429,0,15,0.36241,2.934337,3.834138,0.282399,5.223948,-0.42,0.06,0.009515,0.023119,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-1.684706,4.635681,-3.838584,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,156,17.098389,19.36,968,1,0,1,1,CAREFUL,7.34,0,0,0.0,64,18,46,0.28125,0.71875,4,6,437,0,15,0.377529,2.930297,3.821657,0.280752,5.207228,-0.42,0.06,0.012214,0.021813,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-1.356384,4.817177,-3.744,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,157,17.199249,19.48,974,1,0,1,1,CAREFUL,7.46,0,0,0.0,64,18,46,0.28125,0.71875,4,6,446,0,15,0.391232,2.8,3.808172,0.28037,5.188617,-0.42,0.06,0.014738,0.020194,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-1.046004,4.989177,-3.616142,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,158,17.300815,19.6,980,1,0,1,1,CAREFUL,7.58,0,0,0.0,64,18,46,0.28125,0.71875,4,6,458,0,15,0.410332,2.934363,3.806644,0.279941,5.186658,-0.42,0.06,0.017049,0.018285,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-0.757071,5.151344,-3.45731,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,159,17.404301,19.72,986,1,0,1,1,CAREFUL,7.7,0,0,0.0,64,18,46,0.28125,0.71875,4,6,467,0,15,0.414817,2.932596,3.804653,0.279278,5.184147,-0.42,0.06,0.019115,0.016112,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-0.492814,5.303358,-3.270173,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,160,17.505464,19.84,992,1,0,1,1,CAREFUL,7.82,0,0,0.0,64,18,46,0.28125,0.71875,4,6,476,0,15,0.401124,2.8,3.807591,0.279117,5.188299,-0.42,0.06,0.020907,0.013708,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-0.256145,5.444918,-3.057737,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,161,17.608103,19.96,998,1,0,1,1,CAREFUL,7.94,0,0,0.0,64,18,46,0.28125,0.71875,4,6,489,0,15,0.399696,2.933789,3.815081,0.278479,5.198968,-0.42,0.06,0.022397,0.011107,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,-0.049623,5.575746,-2.823312,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,162,17.71295,20.08,1004,1,0,1,1,CAREFUL,8.06,0,0,0.0,64,18,46,0.28125,0.71875,4,6,499,0,15,0.390815,2.933287,3.817448,0.278023,5.20244,-0.42,0.06,0.023566,0.008345,0.0,1110100000,0;0;2;5;3;1;3;3;0;1,0.124574,5.695585,-2.570467,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,163,17.816303,20.2,1010,1,0,1,1,CAREFUL,8.18,0,0,0.0,64,18,46,0.28125,0.71875,4,6,509,0,15,0.379389,2.8,3.818501,0.277262,5.204202,-0.42,0.06,0.024396,0.005464,0.0,1110010000,0;0;2;5;3;1;3;3;0;1,0.264677,5.804197,-2.302987,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,164,17.920361,20.32,1016,1,0,1,1,CAREFUL,8.3,0,0,0.0,64,18,46,0.28125,0.71875,4,6,521,0,15,0.376158,2.934358,3.824036,0.276037,5.212384,-0.42,0.06,0.024874,0.002505,0.0,1110010000,0;0;2;5;3;1;3;3;0;1,0.369348,5.901368,-2.024829,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,165,18.024809,20.44,1022,1,0,1,1,CAREFUL,8.42,0,0,0.0,64,18,46,0.28125,0.71875,4,6,530,0,15,0.36627,2.934049,3.823501,0.275723,5.211762,-0.42,0.06,0.024995,-0.000491,0.0,1111000000,0;0;2;5;3;1;3;3;0;1,0.437695,5.986908,-1.740073,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,166,18.126658,20.56,1028,1,0,1,1,CAREFUL,8.54,0,0,0.0,64,18,46,0.28125,0.71875,4,6,540,0,15,0.364925,2.934352,3.820517,0.275294,5.207778,-0.42,0.06,0.024757,-0.00348,0.0,1111000000,0;0;2;5;3;1;3;3;0;1,0.469282,6.060648,-1.452867,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,167,18.24402,20.7,1035,1,0,1,1,CAREFUL,8.68,0,0,0.0,64,18,46,0.28125,0.71875,4,6,551,0,15,0.368139,2.8,3.817812,0.274192,5.204446,-0.42,0.06,0.024029,-0.0069,0.0,1111000000,0;0;2;5;3;1;3;3;0;1,0.459738,6.13157,-1.120263,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,168,18.347163,20.82,1041,1,0,1,1,CAREFUL,8.8,0,0,0.0,64,18,46,0.28125,0.71875,4,6,563,0,15,0.379458,2.934198,3.814327,0.273006,5.200062,-0.42,0.06,0.02303,-0.009727,0.0,1111000000,0;0;2;5;3;1;3;3;0;1,0.412391,6.179275,-0.842018,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,169,18.447748,20.94,1047,1,0,1,1,CAREFUL,8.92,0,0,0.0,64,18,46,0.28125,0.71875,4,6,572,0,15,0.383988,2.934207,3.802589,0.272689,5.183854,-0.42,0.06,0.0217,-0.012414,0.0,1111000000,0;0;2;5;3;1;3;3;0;1,0.329947,6.2148,-0.574364,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,170,18.549773,21.06,1053,1,0,1,1,CAREFUL,9.04,0,0,0.0,64,19,45,0.296875,0.703125,4,6,582,1,15,0.388681,2.934342,3.717933,0.270607,5.173471,-0.42,0.06,0.020058,-0.014923,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,0.213868,6.238076,-0.321203,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,171,18.655107,21.18,1059,1,0,1,1,CAREFUL,9.16,0,0,0.0,64,19,45,0.296875,0.703125,4,6,593,1,15,0.401023,2.93383,3.710888,0.26872,5.164247,-0.42,0.06,0.018127,-0.017217,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,0.066037,6.249056,-0.086253,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,172,18.757533,21.3,1065,1,0,1,1,CAREFUL,9.28,0,0,0.0,64,19,45,0.296875,0.703125,4,6,602,1,15,0.401451,2.934285,3.708969,0.268092,5.161783,-0.42,0.06,0.015936,-0.019263,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,-0.11126,6.247719,0.127002,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,173,18.861063,21.42,1071,1,0,1,1,CAREFUL,9.4,0,0,0.0,64,19,45,0.296875,0.703125,4,6,613,1,15,0.400159,2.934334,3.717239,0.268581,5.173339,-0.42,0.06,0.013515,-0.021032,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,-0.315368,6.234067,0.315351,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,174,18.964189,21.54,1077,1,0,1,1,CAREFUL,9.52,0,0,0.0,64,19,45,0.296875,0.703125,4,6,623,1,15,0.387838,2.934336,3.727887,0.268659,5.18845,-0.42,0.06,0.0109,-0.022499,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,-0.543289,6.208128,0.475897,running
20260526-203113-sentence-script-a-transparent-3d-cell-me-ee273c,175,19.067534,21.66,1083,1,0,1,1,CAREFUL,9.64,0,0,0.0,64,19,45,0.296875,0.703125,4,6,632,0,15,0.372161,2.8,3.734438,0.278437,5.193639,-0.42,0.06,0.008128,-0.023642,0.0,1111000000,0;0;2;5;3;2;3;3;0;1,-0.791726,6.169953,0.606095,running
