wall_elapsed_s,sample_index,sim_time_s,round_index,paused,ai_enabled,ai_mode,ai_stagnant_time_s,ai_manual_override_s,receptor_count,active_receptor_count,bound_receptor_count,ready_receptor_count,ligand_count,specific_ligand_count,nonspecific_ligand_count,free_ligand_count,free_specific_ligand_count,free_nonspecific_ligand_count,bound_ligand_count,avg_free_ligand_speed,signal_count,messenger_count,membrane_mark_count,delivered_count,round_goal,delivery_fraction,nucleus_opacity,nucleus_core_radius,first_free_ligand_x,first_free_ligand_y,first_free_ligand_z,first_free_ligand_speed,first_ready_receptor_x,first_ready_receptor_y,first_ready_receptor_z
35.167475,168,4.066124,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.555347,2,29,0,5,39,0.128205,0.530769,0.687445,0.085266,5.442682,2.039781,0.857102,0.336211,-2.704727,0.03
35.379279,169,4.277942,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.442071,1,33,0,6,39,0.153846,0.536923,0.693218,-0.078829,5.428799,2.032635,0.715643,0.336211,-2.704727,0.03
35.579979,170,4.478787,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.363077,1,31,0,6,39,0.153846,0.536923,0.696638,-0.213529,5.418042,2.027194,0.638528,0.336211,-2.704727,0.03
35.787369,171,4.685954,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.295655,0,34,0,7,39,0.179487,0.543077,0.711218,-0.33312,5.410817,2.021529,0.517623,0.336211,-2.704727,0.03
35.995936,172,4.894685,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.569463,0,32,0,7,39,0.179487,0.543077,0.720541,-0.516463,5.39297,2.008427,1.018474,0.336211,-2.704727,0.03
36.20781,173,5.106381,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.463537,0,32,0,7,39,0.179487,0.543077,0.729166,-0.708294,5.375343,1.990351,0.845994,0.336211,-2.704727,0.03
36.417997,174,5.316775,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,52,34,18,51,33,18,1,0.380579,0,32,0,7,39,0.179487,0.543077,0.734403,-0.867682,5.357662,1.973104,0.722976,0.336211,-2.704727,0.03
36.624726,175,5.523534,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,53,35,18,52,34,18,1,0.639234,0,32,0,7,39,0.179487,0.543077,0.734819,-1.022823,5.339669,1.960168,0.807239,0.336211,-2.704727,0.03
36.828154,176,5.72696,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,1,1,29,53,35,18,52,34,18,1,0.520051,0,32,0,7,39,0.179487,0.543077,0.730526,-1.173294,5.32731,1.948279,0.687237,0.336211,-2.704727,0.03
37.038365,177,5.935647,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.437094,8,44,1,7,39,0.179487,0.543077,0.722513,-1.303232,5.319406,1.936849,0.580839,0.336211,-2.704727,0.03
37.242666,178,6.129701,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.365515,8,44,1,7,39,0.179487,0.543077,0.713779,-1.403163,5.312633,1.93147,0.485474,0.336211,-2.704727,0.03
37.444361,179,6.343081,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.685973,8,42,1,7,39,0.179487,0.543077,0.705399,-1.527742,5.298842,1.92529,0.996687,0.336211,-2.704727,0.03
37.653318,180,6.551867,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.555574,8,40,1,7,39,0.179487,0.543077,0.700774,-1.71227,5.279815,1.913957,0.800836,0.336211,-2.704727,0.03
37.863349,181,6.761988,3,0,1,PLAYFUL_STIR,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.449143,15,55,2,7,39,0.179487,0.543077,0.701051,-1.863425,5.265622,1.90177,0.673586,0.336211,-2.704727,0.03
38.072812,182,6.970036,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.369506,15,55,2,7,39,0.179487,0.543077,0.706119,-1.983678,5.255431,1.892831,0.514344,0.336211,-2.704727,0.03
38.282078,183,7.18067,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.301563,15,51,2,7,39,0.179487,0.543077,0.714627,-2.080315,5.248214,1.883608,0.421019,0.336211,-2.704727,0.03
38.495543,184,7.394209,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.248176,15,49,2,7,39,0.179487,0.543077,0.724172,-2.161857,5.243241,1.872171,0.362013,0.336211,-2.704727,0.03
38.704429,185,7.603145,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.201962,15,48,2,7,39,0.179487,0.543077,0.731665,-2.228519,5.237279,1.861894,0.296717,0.336211,-2.704727,0.03
38.921697,186,7.818931,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.164623,15,46,2,7,39,0.179487,0.543077,0.735184,-2.290029,5.230775,1.853127,0.266098,0.336211,-2.704727,0.03
39.133323,187,8.03199,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.13717,15,46,2,7,39,0.179487,0.543077,0.733415,-2.337978,5.224176,1.844459,0.205822,0.336211,-2.704727,0.03
39.359363,188,8.246576,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.119767,15,43,1,7,39,0.179487,0.543077,0.726904,-2.374097,5.219629,1.835801,0.142485,0.336211,-2.704727,0.03
39.559874,189,8.458563,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.098374,15,42,1,7,39,0.179487,0.543077,0.717737,-2.398769,5.218976,1.829042,0.107761,0.336211,-2.704727,0.03
39.764597,190,8.663277,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.083731,15,40,1,7,39,0.179487,0.543077,0.708859,-2.419277,5.216851,1.823196,0.091959,0.336211,-2.704727,0.03
39.972295,191,8.869665,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.071644,15,40,1,7,39,0.179487,0.543077,0.702406,-2.435331,5.216758,1.821337,0.067699,0.336211,-2.704727,0.03
40.180195,192,9.078878,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.065611,15,36,0,7,39,0.179487,0.543077,0.700273,-2.448224,5.214756,1.821419,0.070895,0.336211,-2.704727,0.03
40.390982,193,9.288384,3,0,1,OBSERVE,0.0,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.05655,15,32,0,7,39,0.179487,0.543077,0.703194,-2.463423,5.211692,1.820254,0.077158,0.336211,-2.704727,0.03
40.601424,194,9.499754,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.089714,14,32,0,8,39,0.205128,0.549231,0.717587,-2.479887,5.207528,1.814585,0.077169,0.336211,-2.704727,0.03
40.8196,195,9.703927,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.076769,12,39,0,10,39,0.25641,0.561538,0.740998,-2.492191,5.203498,1.810376,0.059759,0.336211,-2.704727,0.03
41.031321,196,9.929988,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.069839,11,42,0,11,39,0.282051,0.567692,0.757549,-2.505626,5.200942,1.806169,0.062153,0.336211,-2.704727,0.03
41.239658,197,10.138177,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.06593,10,39,0,12,39,0.307692,0.573846,0.770127,-2.515804,5.198498,1.804059,0.048964,0.336211,-2.704727,0.03
41.451424,198,10.350058,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.064548,9,43,0,13,39,0.333333,0.58,0.777961,-2.522112,5.19423,1.802755,0.035159,0.336211,-2.704727,0.03
41.661659,199,10.560279,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.060347,8,45,0,14,39,0.358974,0.586154,0.780779,-2.527511,5.190076,1.801527,0.0359,0.336211,-2.704727,0.03
41.868647,200,10.763778,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.056508,7,47,0,15,39,0.384615,0.592308,0.780171,-2.530655,5.187415,1.799591,0.009333,0.336211,-2.704727,0.03
42.072125,201,10.970737,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.050273,6,50,0,16,39,0.410256,0.598462,0.778049,-2.530419,5.190351,1.798878,0.016886,0.336211,-2.704727,0.03
42.294709,202,11.178845,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.048293,4,57,0,18,39,0.461538,0.610769,0.784291,-2.528756,5.189275,1.800397,0.031907,0.336211,-2.704727,0.03
42.508705,203,11.407397,3,0,1,OBSERVE,0.0,-0.000737,30,2,2,27,53,35,18,51,33,18,2,0.047195,1,66,0,21,39,0.538462,0.629231,0.801071,-2.529658,5.179983,1.801375,0.059676,0.336211,-2.704727,0.03
42.719104,204,11.617834,3,0,1,OBSERVE,0.0542,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.049361,0,66,0,22,39,0.564103,0.635385,0.809078,-2.532025,5.165683,1.799115,0.081239,0.336211,-2.704727,0.03
42.920258,205,11.818825,3,0,1,OBSERVE,0.255191,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.048272,0,65,0,22,39,0.564103,0.635385,0.81435,-2.534214,5.150245,1.798822,0.07894,0.336211,-2.704727,0.03
43.125104,206,12.023839,3,0,1,OBSERVE,0.460205,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.047001,0,62,0,22,39,0.564103,0.635385,0.822765,-2.540453,5.137166,1.800481,0.064301,0.336211,-2.704727,0.03
43.340866,207,12.230007,3,0,1,OBSERVE,0.666373,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.041557,0,62,0,22,39,0.564103,0.635385,0.831974,-2.547896,5.124023,1.802431,0.087157,0.336211,-2.704727,0.03
43.557966,208,12.455268,3,0,1,OBSERVE,0.891634,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.046031,0,59,0,22,39,0.564103,0.635385,0.839862,-2.559236,5.108375,1.803781,0.096034,0.336211,-2.704727,0.03
43.765882,209,12.664468,3,0,1,OBSERVE,1.100834,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.04472,0,59,0,22,39,0.564103,0.635385,0.842918,-2.569568,5.093695,1.806594,0.091866,0.336211,-2.704727,0.03
43.967699,210,12.866424,3,0,1,OBSERVE,1.273194,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.091264,0,59,0,22,39,0.564103,0.635385,0.841083,-2.575254,5.079144,1.809349,0.068104,0.336211,-2.704727,0.03
44.176193,211,13.07484,3,0,1,OBSERVE,1.48161,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.106864,0,57,0,22,39,0.564103,0.635385,0.834788,-2.573884,5.068004,1.81163,0.05139,0.336211,-2.704727,0.03
44.376638,212,13.265292,3,0,1,OBSERVE,1.672062,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.094292,0,54,0,22,39,0.564103,0.635385,0.826634,-2.56682,5.060166,1.812968,0.067084,0.336211,-2.704727,0.03
44.577479,213,13.476086,3,0,1,OBSERVE,1.882856,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.100207,0,51,0,22,39,0.564103,0.635385,0.817363,-2.55535,5.048677,1.813166,0.073456,0.336211,-2.704727,0.03
44.790152,214,13.687469,3,0,1,OBSERVE,2.094239,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.086147,0,48,0,22,39,0.564103,0.635385,0.810447,-2.547288,5.039637,1.813313,0.045315,0.336211,-2.704727,0.03
44.992038,215,13.890788,3,0,1,OBSERVE,2.297558,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.079651,0,42,0,22,39,0.564103,0.635385,0.80795,-2.541942,5.030195,1.816487,0.066191,0.336211,-2.704727,0.03
45.197162,216,14.095957,3,0,1,OBSERVE,2.502727,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.0728,0,36,0,22,39,0.564103,0.635385,0.810272,-2.532564,5.016435,1.818125,0.092174,0.336211,-2.704727,0.03
45.405008,217,14.303817,3,0,1,OBSERVE,2.710587,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.065317,0,34,0,22,39,0.564103,0.635385,0.816918,-2.521616,4.999083,1.816447,0.104295,0.336211,-2.704727,0.03
45.614193,218,14.51167,3,0,1,OBSERVE,2.91844,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.060002,0,31,0,22,39,0.564103,0.635385,0.825995,-2.510727,4.985472,1.813947,0.072087,0.336211,-2.704727,0.03
45.824567,219,14.723322,3,0,1,OBSERVE,3.130092,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.058015,0,28,0,22,39,0.564103,0.635385,0.835061,-2.499896,4.979582,1.810273,0.064697,0.336211,-2.704727,0.03
46.02608,220,14.924915,3,0,1,OBSERVE,3.331685,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.054056,0,25,0,22,39,0.564103,0.635385,0.84109,-2.487496,4.975086,1.809822,0.043467,0.336211,-2.704727,0.03
46.233004,221,15.131517,3,0,1,OBSERVE,3.508936,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.076128,0,25,0,22,39,0.564103,0.635385,0.842903,-2.477861,4.970609,1.807045,0.052167,0.336211,-2.704727,0.03
46.439797,222,15.337204,3,0,1,OBSERVE,3.714623,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.069591,0,23,0,22,39,0.564103,0.635385,0.839824,-2.469413,4.970482,1.805674,0.046802,0.336211,-2.704727,0.03
46.646746,223,15.545577,3,0,1,OBSERVE,3.922997,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.066183,0,23,0,22,39,0.564103,0.635385,0.83262,-2.461821,4.972709,1.800397,0.044334,0.336211,-2.704727,0.03
46.858154,224,15.757008,3,0,1,OBSERVE,4.134428,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.057276,0,20,0,22,39,0.564103,0.635385,0.823223,-2.453867,4.975157,1.796819,0.033639,0.336211,-2.704727,0.03
47.059739,225,15.958618,3,0,1,CONSTRUCTIVE_ACTIVATE,4.336038,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.112363,0,16,0,22,39,0.564103,0.635385,0.814834,-2.450245,4.976287,1.79292,0.026814,0.336211,-2.704727,0.03
47.267867,226,16.165092,3,0,1,CONSTRUCTIVE_ACTIVATE,4.542512,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.099242,0,15,0,22,39,0.564103,0.635385,0.809212,-2.444204,4.976923,1.79039,0.042679,0.336211,-2.704727,0.03
47.472821,227,16.371579,3,0,1,CONSTRUCTIVE_ACTIVATE,4.748999,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.137119,0,12,0,22,39,0.564103,0.635385,0.808157,-2.43558,4.98143,1.787151,0.040278,0.336211,-2.704727,0.03
47.682697,228,16.580215,3,0,1,CONSTRUCTIVE_ACTIVATE,4.957635,-0.000737,30,0,0,29,53,35,18,53,35,18,0,0.119579,0,8,0,22,39,0.564103,0.635385,0.812031,-2.42838,4.984956,1.781048,0.039401,0.336211,-2.704727,0.03
47.890084,229,16.78842,3,0,1,CONSTRUCTIVE_ACTIVATE,5.045744,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.145249,6,16,1,22,39,0.564103,0.635385,0.819738,-2.418616,4.988575,1.77705,0.034812,0.336211,-2.704727,0.03
48.093715,230,16.99251,3,0,1,CONSTRUCTIVE_ACTIVATE,4.892677,-0.000737,30,1,1,28,53,35,18,52,34,18,1,0.12335,6,14,1,22,39,0.564103,0.635385,0.828895,-2.413946,4.990721,1.77662,0.021991,0.336211,-2.704727,0.03
48.301162,231,17.199923,3,0,1,CONSTRUCTIVE_ACTIVATE,4.737117,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.142442,13,30,2,22,39,0.564103,0.635385,0.837216,-2.494039,4.92768,1.775017,0.822917,0.336211,-2.704727,0.03
48.512231,232,17.410861,3,0,1,CONSTRUCTIVE_ACTIVATE,4.578914,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.127856,13,29,2,22,39,0.564103,0.635385,0.842244,-2.618229,4.827539,1.771317,0.719327,0.336211,-2.704727,0.03
48.726842,233,17.624138,3,0,1,CONSTRUCTIVE_ACTIVATE,4.418956,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.156388,13,28,2,22,39,0.564103,0.635385,0.842316,-2.72545,4.742301,1.767685,0.577761,0.336211,-2.704727,0.03
48.9413,234,17.839843,3,0,1,CONSTRUCTIVE_ACTIVATE,4.257177,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.134702,13,28,2,22,39,0.564103,0.635385,0.837253,-2.8126,4.670841,1.763926,0.481088,0.336211,-2.704727,0.03
49.157124,235,18.052137,3,0,1,CONSTRUCTIVE_ACTIVATE,4.097957,-0.000737,30,2,2,28,53,35,18,51,33,18,2,0.159161,13,28,2,22,39,0.564103,0.635385,0.828725,-2.88099,4.609426,1.763056,0.390972,0.336211,-2.704727,0.03
49.366439,236,18.264871,3,0,1,CONSTRUCTIVE_ACTIVATE,3.938406,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.151251,20,46,3,22,39,0.564103,0.635385,0.819206,-2.945022,4.604291,1.782589,1.370719,0.336211,-2.704727,0.03
49.58232,237,18.479637,3,0,1,CONSTRUCTIVE_ACTIVATE,3.777332,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.172634,20,46,3,22,39,0.564103,0.635385,0.811492,-3.040509,4.827536,1.889867,1.126707,0.336211,-2.704727,0.03
49.794535,238,18.693203,3,0,1,CONSTRUCTIVE_ACTIVATE,3.617157,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.148946,20,46,3,22,39,0.564103,0.635385,0.808023,-3.118084,5.006021,1.979515,0.896478,0.336211,-2.704727,0.03
49.99628,239,18.894637,3,0,1,CONSTRUCTIVE_ACTIVATE,3.466082,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.160533,20,46,3,22,39,0.564103,0.635385,0.809552,-3.175404,5.140768,2.051818,0.748022,0.336211,-2.704727,0.03
50.21266,240,19.111057,3,0,1,CONSTRUCTIVE_ACTIVATE,3.303766,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.139822,20,46,3,22,39,0.564103,0.635385,0.815906,-3.220945,5.262285,2.117267,0.619867,0.336211,-2.704727,0.03
50.425509,241,19.32414,3,0,1,CONSTRUCTIVE_ACTIVATE,3.143954,-0.000737,30,3,3,27,53,35,18,50,32,18,3,0.165703,20,46,2,22,39,0.564103,0.635385,0.825051,-3.255384,5.366756,2.167651,0.517582,0.336211,-2.704727,0.03
50.653124,242,19.537197,3,0,1,CONSTRUCTIVE_ACTIVATE,2.984162,-0.000737,30,4,4,26,53,35,18,49,31,18,4,0.130667,28,62,2,22,39,0.564103,0.635385,0.834314,-3.280477,5.454095,2.20671,0.435074,0.336211,-2.704727,0.03
50.855306,243,19.753784,3,0,1,CONSTRUCTIVE_ACTIVATE,2.821721,-0.000737,30,5,5,25,53,35,18,48,30,18,5,0.153989,38,78,3,22,39,0.564103,0.635385,0.841,-3.29717,5.530864,2.235753,0.348634,0.336211,-2.704727,0.03
51.06261,244,19.961059,3,0,1,CONSTRUCTIVE_ACTIVATE,2.666265,-0.000737,30,5,5,25,53,35,18,48,30,18,5,0.134772,38,78,3,22,39,0.564103,0.635385,0.842915,-3.309561,5.588376,2.256762,0.270813,0.336211,-2.704727,0.03
51.276157,245,20.174628,3,0,1,CONSTRUCTIVE_ACTIVATE,2.506088,-0.000737,30,5,5,25,53,35,18,48,30,18,5,0.163551,38,74,3,22,39,0.564103,0.635385,0.839714,-3.317388,5.637449,2.274473,0.22516,0.336211,-2.704727,0.03
51.489301,246,20.387524,3,0,1,CONSTRUCTIVE_ACTIVATE,2.346416,-0.000737,30,6,6,24,53,35,18,47,29,18,6,0.159569,47,82,4,22,39,0.564103,0.635385,0.832256,-3.321144,5.675359,2.292411,0.178835,0.336211,-2.704727,0.03
51.706785,247,20.605151,3,0,1,CONSTRUCTIVE_ACTIVATE,2.183196,-0.000737,30,8,8,22,53,35,18,45,27,18,8,0.160941,58,134,5,27,39,0.692308,0.666154,0.858449,-3.31732,5.70723,2.309612,0.161993,0.336211,-2.704727,0.03
51.924553,248,20.806683,3,0,1,CONSTRUCTIVE_ACTIVATE,2.032047,-0.000737,30,8,8,22,53,35,18,45,27,18,8,0.193227,56,142,5,29,39,0.74359,0.678462,0.864562,-3.31525,5.731247,2.322347,0.133287,0.336211,-2.704727,0.03
52.138944,249,21.035626,3,0,1,CONSTRUCTIVE_ACTIVATE,1.86034,-0.000737,30,9,9,21,53,35,18,44,26,18,9,0.185173,65,152,6,30,39,0.769231,0.684615,0.866092,-3.286714,5.660459,2.294281,0.788242,0.336211,-2.704727,0.03
52.34127,250,21.238185,3,0,1,CONSTRUCTIVE_ACTIVATE,1.708421,-0.000737,30,9,9,21,53,35,18,44,26,18,9,0.162117,62,160,6,33,39,0.846154,0.703077,0.887431,-3.238187,5.532748,2.243629,0.665864,0.336211,-2.704727,0.03
52.549188,251,21.441789,3,0,1,CONSTRUCTIVE_ACTIVATE,1.555718,-0.000737,30,9,9,21,53,35,18,44,26,18,9,0.194048,61,160,6,34,39,0.871795,0.709231,0.899049,-3.194337,5.426491,2.202978,0.535623,0.336211,-2.704727,0.03
52.751659,252,21.649816,3,0,1,CONSTRUCTIVE_ACTIVATE,1.399697,-0.000737,30,9,9,21,53,35,18,44,26,18,9,0.162335,61,157,6,34,39,0.871795,0.709231,0.907118,-3.153859,5.339584,2.168036,0.455752,0.336211,-2.704727,0.03
52.95849,253,21.856278,3,0,1,CONSTRUCTIVE_ACTIVATE,1.244851,-0.000737,30,9,9,21,53,35,18,44,26,18,9,0.183734,59,162,5,36,39,0.923077,0.721538,0.930758,-3.122528,5.265832,2.14033,0.376132,0.336211,-2.704727,0.03
53.17389,254,22.071663,3,0,1,CONSTRUCTIVE_ACTIVATE,1.083312,-0.000737,30,10,10,20,53,35,18,43,25,18,10,0.16061,67,180,5,38,39,0.974359,0.733846,0.953324,-3.095353,5.201338,2.117749,0.318497,0.336211,-2.704727,0.03
53.387288,255,22.28487,3,0,1,CONSTRUCTIVE_ACTIVATE,0.923407,-0.000737,30,11,11,19,53,35,18,42,24,18,11,0.158624,73,194,6,39,39,1.0,0.74,0.964721,-3.097952,5.09981,2.084511,0.937905,-4.79699,-0.149218,0.03
53.598295,256,22.484102,3,0,1,CONSTRUCTIVE_ACTIVATE,0.773983,-0.000737,30,11,11,19,53,35,18,42,24,18,11,0.173622,73,190,6,39,39,1.0,0.74,0.964003,-3.141222,4.940729,2.035477,0.796322,-4.79699,-0.149218,0.03
53.809518,257,22.707239,3,0,1,CONSTRUCTIVE_ACTIVATE,0.60663,-0.000737,30,11,11,19,53,35,18,42,24,18,11,0.200827,72,189,5,40,39,1.025641,0.74,0.958111,-3.166817,4.763795,1.979293,1.149665,-4.79699,-0.149218,0.03
54.013958,258,22.911985,3,0,1,CONSTRUCTIVE_ACTIVATE,0.453071,-0.000737,30,11,11,19,53,35,18,42,24,18,11,0.174091,72,185,4,40,39,1.025641,0.74,0.949579,-3.159291,4.559989,1.918897,0.959526,-4.79699,-0.149218,0.03
54.221933,259,23.118557,3,0,1,CONSTRUCTIVE_ACTIVATE,0.298142,-0.000737,30,12,12,18,53,35,18,41,23,18,12,0.168095,78,203,4,42,39,1.076923,0.74,0.940396,-4.648434,0.231717,1.78237,1.108569,-4.79699,-0.149218,0.03
54.426105,260,23.323421,3,0,1,CONSTRUCTIVE_ACTIVATE,0.144494,-0.000737,30,12,12,18,53,35,18,41,23,18,12,0.14784,72,221,4,48,39,1.230769,0.74,0.933259,-4.705306,0.029099,1.776344,0.948886,-4.79699,-0.149218,0.03
54.639684,261,23.537309,3,0,1,OBSERVE,0.0,-0.000737,30,12,12,18,53,35,18,41,23,18,12,0.125744,69,226,3,51,39,1.307692,0.74,0.930036,-4.761141,-0.147942,1.768177,0.803769,-4.79699,-0.149218,0.03
54.848813,262,23.746429,3,0,1,OBSERVE,0.0,-0.000737,30,12,12,18,53,35,18,41,23,18,12,0.110728,65,236,3,55,39,1.410256,0.74,0.931975,-4.806303,-0.296115,1.760927,0.704911,-4.79699,-0.149218,0.03
55.059957,263,23.944278,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,18,53,35,18,42,24,18,11,0.136516,63,235,3,57,39,1.461538,0.74,0.937958,-4.841602,-0.419292,1.753683,0.599309,-4.79699,-0.149218,0.03
55.261348,264,24.158703,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,18,53,35,18,42,24,18,11,0.117349,60,238,3,60,39,1.538462,0.74,0.947164,-4.873441,-0.529335,1.744893,0.484156,-4.79699,-0.149218,0.03
55.474703,265,24.372366,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,18,53,35,18,42,24,18,11,0.103907,58,240,2,62,39,1.589744,0.74,0.956442,-4.90079,-0.61508,1.734106,0.367118,-4.79699,-0.149218,0.03
55.690868,266,24.573504,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,18,53,35,18,42,24,18,11,0.093495,53,251,1,67,39,1.717949,0.74,0.96276,-4.925598,-0.678372,1.721988,0.315224,-4.79699,-0.149218,0.03
55.898801,267,24.796392,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,18,53,35,18,42,24,18,11,0.10264,50,255,1,70,39,1.794872,0.74,0.96496,-4.946372,-0.7344,1.71185,0.225685,-4.79699,-0.149218,0.03
56.114,268,25.010381,3,0,1,OBSERVE,0.0,-0.000737,30,12,12,17,53,35,18,41,23,18,12,0.09131,53,272,2,73,39,1.871795,0.74,0.961699,-4.960374,-0.776887,1.70364,0.205723,-4.79699,-0.149218,0.03
56.322662,269,25.219799,3,0,1,OBSERVE,0.0,-0.000737,30,12,12,17,53,35,18,41,23,18,12,0.086143,44,297,2,82,39,2.102564,0.74,0.954347,-4.970101,-0.811844,1.694451,0.156979,-4.79699,-0.149218,0.03
56.53748,270,25.434493,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,17,53,35,18,42,24,18,11,0.127279,38,307,1,88,39,2.25641,0.74,0.944777,-3.496374,0.68052,1.74464,2.103999,-4.79699,-0.149218,0.03
56.739859,271,25.637457,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,17,53,35,18,42,24,18,11,0.116936,35,308,1,91,39,2.333333,0.74,0.936443,-3.345027,0.516064,2.126209,2.050326,-4.79699,-0.149218,0.03
56.951715,272,25.835784,3,0,1,OBSERVE,0.0,-0.000737,30,11,11,17,53,35,18,42,24,18,11,0.105684,33,306,1,93,39,2.384615,0.74,0.931192,-3.218509,0.374765,2.44881,1.741338,-4.79699,-0.149218,0.03
57.1523,273,26.04894,3,0,1,OBSERVE,0.0,-0.000737,30,10,10,17,53,35,18,43,25,18,10,0.142299,31,305,1,95,39,2.435897,0.74,0.930292,-3.103445,0.250441,2.738569,1.439545,-4.79699,-0.149218,0.03
